--- FINAL PLACEMENT LOGGING (app.py) ---
  (Synthetic bakery products 210): Pos=(10.145, 2.895, 1.180) Size=(0.51x0.79x1.17) Bounds=[9.890, 10.400], [2.500, 3.290], [1.180, 2.350]
  (Synthetic vegetables 133): Pos=(11.665, 3.210, 1.170) Size=(0.37x0.38x1.16) Bounds=[11.480, 11.850], [3.020, 3.400], [1.170, 2.330]
  (Synthetic candy 43): Pos=(8.360, 0.720, 0.000) Size=(0.52x0.32x0.79) Bounds=[8.100, 8.620], [0.560, 0.880], [0.000, 0.790]
  (Synthetic confectionery 279): Pos=(14.900, 0.980, 2.570) Size=(0.58x0.66x0.42) Bounds=[14.610, 15.190], [0.650, 1.310], [2.570, 2.990]
  (cake-00104249): Pos=(1.360, 3.190, 2.460) Size=(0.20x0.26x0.35) Bounds=[1.260, 1.460], [3.060, 3.320], [2.460, 2.810]
  (Synthetic instant meals 232): Pos=(14.360, 1.210, 0.000) Size=(0.56x0.58x0.79) Bounds=[14.080, 14.640], [0.920, 1.500], [0.000, 0.790]
  (sundae-00106003): Pos=(18.875, 3.295, 0.000) Size=(0.23x0.41x0.34) Bounds=[18.760, 18.990], [3.090, 3.500], [0.000, 0.340]
  (Synthetic candy 78): Pos=(13.375, 2.735, 0.000) Size=(0.35x0.47x1.11) Bounds=[13.200, 13.550], [2.500, 2.970], [0.000, 1.110]
  (Synthetic pizza 16): Pos=(5.530, 2.735, 0.000) Size=(0.46x0.47x1.11) Bounds=[5.300, 5.760], [2.500, 2.970], [0.000, 1.110]
  (vegetables-00109095): Pos=(1.515, 2.630, 2.020) Size=(0.25x0.26x0.39) Bounds=[1.390, 1.640], [2.500, 2.760], [2.020, 2.410]
  (Synthetic instant meals 272): Pos=(6.915, 2.710, 0.000) Size=(0.27x0.42x0.93) Bounds=[6.780, 7.050], [2.500, 2.920], [0.000, 0.930]
  (Synthetic candy 1): Pos=(11.780, 0.745, 0.000) Size=(0.48x0.43x1.12) Bounds=[11.540, 12.020], [0.530, 0.960], [0.000, 1.120]
  (piece of cake-00110983): Pos=(12.260, 0.615, 0.000) Size=(0.38x0.19x0.58) Bounds=[12.070, 12.450], [0.520, 0.710], [0.000, 0.580]
  (Synthetic seafood 115): Pos=(14.895, 0.710, 0.000) Size=(0.59x0.30x0.80) Bounds=[14.600, 15.190], [0.560, 0.860], [0.000, 0.800]
  (Synthetic confectionery 226): Pos=(5.960, 2.785, 1.180) Size=(0.52x0.57x0.79) Bounds=[5.700, 6.220], [2.500, 3.070], [1.180, 1.970]
  (Synthetic side dish 263): Pos=(4.000, 2.785, 0.000) Size=(0.52x0.57x0.79) Bounds=[3.740, 4.260], [2.500, 3.070], [0.000, 0.790]
  (Synthetic bakery products 105): Pos=(16.595, 2.780, 1.180) Size=(1.19x0.56x0.79) Bounds=[16.000, 17.190], [2.500, 3.060], [1.180, 1.970]
  (brioche-00110567): Pos=(6.060, 0.617, 0.000) Size=(0.30x0.20x0.40) Bounds=[5.910, 6.210], [0.520, 0.715], [0.000, 0.395]
  (Synthetic fruit 194): Pos=(5.915, 3.305, 2.280) Size=(0.53x0.33x0.51) Bounds=[5.650, 6.180], [3.140, 3.470], [2.280, 2.790]
  (Synthetic candy 262): Pos=(2.075, 1.270, 1.930) Size=(1.17x0.40x0.40) Bounds=[1.490, 2.660], [1.070, 1.470], [1.930, 2.330]
  (Synthetic ice cream 58): Pos=(12.810, 1.285, 1.870) Size=(0.42x0.43x1.07) Bounds=[12.600, 13.020], [1.070, 1.500], [1.870, 2.940]
  (Synthetic confectionery 233): Pos=(6.735, 0.675, 1.170) Size=(0.79x0.33x0.33) Bounds=[6.340, 7.130], [0.510, 0.840], [1.170, 1.500]
  (Synthetic candy 117): Pos=(17.390, 0.755, 0.000) Size=(0.58x0.41x0.67) Bounds=[17.100, 17.680], [0.550, 0.960], [0.000, 0.670]
  (Synthetic poultry 114): Pos=(11.860, 3.225, 0.000) Size=(0.40x0.41x1.17) Bounds=[11.660, 12.060], [3.020, 3.430], [0.000, 1.170]
  (leg of lamb-00107511): Pos=(15.310, 3.390, 0.000) Size=(0.22x0.20x0.55) Bounds=[15.200, 15.420], [3.290, 3.490], [0.000, 0.550]
  (Synthetic side dish 159): Pos=(15.785, 2.765, 0.000) Size=(0.47x0.53x0.91) Bounds=[15.550, 16.020], [2.500, 3.030], [0.000, 0.910]
  (Synthetic herbs/spice 142): Pos=(14.990, 2.895, 0.000) Size=(0.54x0.79x1.17) Bounds=[14.720, 15.260], [2.500, 3.290], [0.000, 1.170]
  (prawn-00104129): Pos=(1.130, 1.387, 0.780) Size=(0.26x0.21x0.29) Bounds=[1.000, 1.260], [1.280, 1.495], [0.780, 1.075]
  (Synthetic fruit 56): Pos=(8.905, 3.260, 1.150) Size=(0.59x0.44x1.12) Bounds=[8.610, 9.200], [3.040, 3.480], [1.150, 2.270]
  (Synthetic fish 77): Pos=(12.715, 3.285, 0.000) Size=(0.39x0.43x1.18) Bounds=[12.520, 12.910], [3.070, 3.500], [0.000, 1.180]
  (Synthetic bakery products 26): Pos=(6.960, 1.220, 1.290) Size=(0.52x0.56x0.79) Bounds=[6.700, 7.220], [0.940, 1.500], [1.290, 2.080]
  (Synthetic vegetables 83): Pos=(6.555, 3.270, 0.660) Size=(0.47x0.44x1.11) Bounds=[6.320, 6.790], [3.050, 3.490], [0.660, 1.770]
  (cake-00106538): Pos=(18.880, 0.625, 0.000) Size=(0.22x0.23x0.56) Bounds=[18.770, 18.990], [0.510, 0.740], [0.000, 0.560]
  (Synthetic ice cream 149): Pos=(12.465, 2.835, 2.350) Size=(0.41x0.67x0.58) Bounds=[12.260, 12.670], [2.500, 3.170], [2.350, 2.930]
  (Synthetic confectionery 182): Pos=(11.310, 2.725, 0.780) Size=(0.30x0.45x1.13) Bounds=[11.160, 11.460], [2.500, 2.950], [0.780, 1.910]
  (Synthetic poultry 23): Pos=(15.790, 0.720, 0.000) Size=(0.40x0.42x1.17) Bounds=[15.590, 15.990], [0.510, 0.930], [0.000, 1.170]
  (Synthetic bakery products 174): Pos=(16.995, 2.775, 1.970) Size=(0.51x0.55x0.79) Bounds=[16.740, 17.250], [2.500, 3.050], [1.970, 2.760]
  (Synthetic pizza 47): Pos=(6.950, 0.715, 0.000) Size=(0.36x0.41x1.12) Bounds=[6.770, 7.130], [0.510, 0.920], [0.000, 1.120]
  (cheese-00111780): Pos=(6.195, 3.365, 0.000) Size=(0.23x0.15x0.57) Bounds=[6.080, 6.310], [3.290, 3.440], [0.000, 0.570]
  (sundae-00106909): Pos=(15.105, 3.390, 0.000) Size=(0.19x0.20x0.29) Bounds=[15.010, 15.200], [3.290, 3.490], [0.000, 0.290]
  (Synthetic candy 71): Pos=(17.050, 2.895, 0.000) Size=(0.54x0.79x1.18) Bounds=[16.780, 17.320], [2.500, 3.290], [0.000, 1.180]
  (sundae-00101205): Pos=(18.915, 1.040, 0.000) Size=(0.15x0.26x0.53) Bounds=[18.840, 18.990], [0.910, 1.170], [0.000, 0.530]
  (Synthetic confectionery 40): Pos=(17.365, 0.715, 1.850) Size=(1.17x0.39x0.78) Bounds=[16.780, 17.950], [0.520, 0.910], [1.850, 2.630]
  (Synthetic poultry 224): Pos=(5.040, 2.785, 0.000) Size=(0.52x0.57x0.79) Bounds=[4.780, 5.300], [2.500, 3.070], [0.000, 0.790]
  (Synthetic confectionery 173): Pos=(8.585, 2.770, 0.780) Size=(0.51x0.54x1.08) Bounds=[8.330, 8.840], [2.500, 3.040], [0.780, 1.860]
  (Synthetic candy 31): Pos=(2.080, 1.200, 1.140) Size=(1.18x0.26x0.79) Bounds=[1.490, 2.670], [1.070, 1.330], [1.140, 1.930]
  (Synthetic herbs/spice 153): Pos=(12.860, 1.215, 0.000) Size=(0.52x0.57x0.79) Bounds=[12.600, 13.120], [0.930, 1.500], [0.000, 0.790]
  (Synthetic pizza 125): Pos=(7.545, 2.680, 0.000) Size=(0.29x0.36x0.40) Bounds=[7.400, 7.690], [2.500, 2.860], [0.000, 0.400]
  (Synthetic poultry 295): Pos=(17.530, 2.725, 0.000) Size=(0.42x0.45x0.58) Bounds=[17.320, 17.740], [2.500, 2.950], [0.000, 0.580]
  (Synthetic candy 256): Pos=(8.585, 2.765, 0.000) Size=(0.53x0.53x0.78) Bounds=[8.320, 8.850], [2.500, 3.030], [0.000, 0.780]
  (Synthetic confectionery 79): Pos=(6.380, 1.215, 2.070) Size=(0.52x0.57x0.79) Bounds=[6.120, 6.640], [0.930, 1.500], [2.070, 2.860]
  (Synthetic bakery products 102): Pos=(6.900, 1.015, 2.080) Size=(0.52x0.97x0.53) Bounds=[6.640, 7.160], [0.530, 1.500], [2.080, 2.610]
  (Synthetic bakery products 32): Pos=(8.035, 2.700, 2.490) Size=(0.57x0.40x0.41) Bounds=[7.750, 8.320], [2.500, 2.900], [2.490, 2.900]
  (muffin-00107849): Pos=(3.430, 0.605, 0.000) Size=(0.26x0.19x0.57) Bounds=[3.300, 3.560], [0.510, 0.700], [0.000, 0.570]
  (Synthetic plant-based products 269): Pos=(8.795, 1.230, 0.000) Size=(0.43x0.54x1.06) Bounds=[8.580, 9.010], [0.960, 1.500], [0.000, 1.060]
  (spinach-00110601): Pos=(10.295, 3.375, 0.000) Size=(0.17x0.17x0.51) Bounds=[10.210, 10.380], [3.290, 3.460], [0.000, 0.510]
  (Synthetic seafood 74): Pos=(1.275, 3.340, 0.000) Size=(0.55x0.22x1.09) Bounds=[1.000, 1.550], [3.230, 3.450], [0.000, 1.090]
  (pastry w. vanilla stuffing-00112704): Pos=(1.120, 1.110, 2.800) Size=(0.24x0.56x0.17) Bounds=[1.000, 1.240], [0.830, 1.390], [2.800, 2.970]
  (Synthetic confectionery 141): Pos=(15.280, 2.900, 1.180) Size=(0.56x0.80x1.18) Bounds=[15.000, 15.560], [2.500, 3.300], [1.180, 2.360]
  (Synthetic poultry 6): Pos=(11.215, 0.630, 0.000) Size=(0.55x0.24x1.08) Bounds=[10.940, 11.490], [0.510, 0.750], [0.000, 1.080]
  (Synthetic fruit 46): Pos=(8.100, 2.695, 0.200) Size=(0.44x0.39x1.12) Bounds=[7.880, 8.320], [2.500, 2.890], [0.200, 1.320]
  (side dish-00111704): Pos=(1.345, 1.130, 2.800) Size=(0.21x0.39x0.20) Bounds=[1.240, 1.450], [0.935, 1.325], [2.800, 3.000]
  (Synthetic seafood 247): Pos=(15.695, 1.235, 0.000) Size=(0.51x0.53x0.78) Bounds=[15.440, 15.950], [0.970, 1.500], [0.000, 0.780]
  (Synthetic pizza 228): Pos=(2.215, 2.665, 0.000) Size=(0.33x0.33x0.78) Bounds=[2.050, 2.380], [2.500, 2.830], [0.000, 0.780]
  (fries-00112620): Pos=(9.275, 0.805, 0.000) Size=(0.25x0.39x0.27) Bounds=[9.150, 9.400], [0.610, 1.000], [0.000, 0.270]
  (Synthetic candy 177): Pos=(10.690, 2.890, 0.000) Size=(0.56x0.78x1.18) Bounds=[10.410, 10.970], [2.500, 3.280], [0.000, 1.180]
  (Synthetic confectionery 290): Pos=(14.170, 1.205, 0.790) Size=(1.18x0.55x0.79) Bounds=[13.580, 14.760], [0.930, 1.480], [0.790, 1.580]
  (Synthetic fish 4): Pos=(8.885, 0.765, 0.000) Size=(0.53x0.31x0.79) Bounds=[8.620, 9.150], [0.610, 0.920], [0.000, 0.790]
  (Synthetic red meat 19): Pos=(16.260, 1.105, 0.000) Size=(0.54x0.79x1.18) Bounds=[15.990, 16.530], [0.710, 1.500], [0.000, 1.180]
  (Synthetic vegetables 203): Pos=(13.340, 2.950, 2.610) Size=(0.58x0.78x0.37) Bounds=[13.050, 13.630], [2.560, 3.340], [2.610, 2.980]
  (Synthetic bakery products 251): Pos=(16.990, 1.220, 1.180) Size=(0.40x0.56x0.77) Bounds=[16.790, 17.190], [0.940, 1.500], [1.180, 1.950]
  (Synthetic pizza 275): Pos=(2.220, 0.740, 0.000) Size=(0.30x0.46x1.14) Bounds=[2.070, 2.370], [0.510, 0.970], [0.000, 1.140]
  (Synthetic vegetables 64): Pos=(9.535, 2.890, 0.760) Size=(0.33x0.78x1.18) Bounds=[9.370, 9.700], [2.500, 3.280], [0.760, 1.940]
  (Synthetic potatoe products 249): Pos=(12.290, 3.260, 0.000) Size=(0.46x0.46x1.12) Bounds=[12.060, 12.520], [3.030, 3.490], [0.000, 1.120]
  (Synthetic vegetables 302): Pos=(15.350, 1.310, 1.790) Size=(0.32x0.38x1.18) Bounds=[15.190, 15.510], [1.120, 1.500], [1.790, 2.970]
  (Synthetic non-food products 109): Pos=(13.830, 2.765, 0.000) Size=(0.56x0.53x0.79) Bounds=[13.550, 14.110], [2.500, 3.030], [0.000, 0.790]
  (Synthetic vegetables 91): Pos=(10.095, 1.110, 1.510) Size=(0.51x0.78x1.18) Bounds=[9.840, 10.350], [0.720, 1.500], [1.510, 2.690]
  (Synthetic bakery products 234): Pos=(11.220, 0.725, 1.080) Size=(0.56x0.39x0.76) Bounds=[10.940, 11.500], [0.530, 0.920], [1.080, 1.840]
  (vegetables-00103919): Pos=(5.955, 3.395, 0.000) Size=(0.25x0.21x0.57) Bounds=[5.830, 6.080], [3.290, 3.500], [0.000, 0.570]
  (Synthetic potatoe products 119): Pos=(14.465, 3.220, 0.000) Size=(0.51x0.54x1.08) Bounds=[14.210, 14.720], [2.950, 3.490], [0.000, 1.080]
  (Synthetic confectionery 221): Pos=(8.585, 2.770, 1.860) Size=(0.51x0.54x1.09) Bounds=[8.330, 8.840], [2.500, 3.040], [1.860, 2.950]
  (Synthetic confectionery 181): Pos=(9.075, 2.770, 1.870) Size=(0.47x0.54x1.07) Bounds=[8.840, 9.310], [2.500, 3.040], [1.870, 2.940]
  (Synthetic fruit 315): Pos=(10.260, 3.155, 2.350) Size=(0.74x0.51x0.65) Bounds=[9.890, 10.630], [2.900, 3.410], [2.350, 3.000]
  (focaccia-00110062): Pos=(10.825, 3.385, 0.000) Size=(0.29x0.21x0.33) Bounds=[10.680, 10.970], [3.280, 3.490], [0.000, 0.330]
  (croissant with piquant stuffing-00109718): Pos=(5.660, 3.170, 0.000) Size=(0.20x0.20x0.59) Bounds=[5.560, 5.760], [3.070, 3.270], [0.000, 0.590]
  (Synthetic confectionery 240): Pos=(11.875, 2.690, 1.920) Size=(0.57x0.38x0.66) Bounds=[11.590, 12.160], [2.500, 2.880], [1.920, 2.580]
  (Synthetic pizza 76): Pos=(10.135, 2.895, 0.000) Size=(0.55x0.79x1.18) Bounds=[9.860, 10.410], [2.500, 3.290], [0.000, 1.180]
  (Synthetic dairy products 248): Pos=(3.490, 1.110, 0.000) Size=(0.36x0.78x1.16) Bounds=[3.310, 3.670], [0.720, 1.500], [0.000, 1.160]
  (Synthetic confectionery 111): Pos=(12.335, 0.730, 1.910) Size=(0.57x0.38x0.77) Bounds=[12.050, 12.620], [0.540, 0.920], [1.910, 2.680]
  (Synthetic potatoe products 17): Pos=(14.805, 1.205, 0.000) Size=(0.33x0.59x0.79) Bounds=[14.640, 14.970], [0.910, 1.500], [0.000, 0.790]
  (Synthetic potatoe products 67): Pos=(3.090, 2.760, 0.000) Size=(0.28x0.52x1.04) Bounds=[2.950, 3.230], [2.500, 3.020], [0.000, 1.040]
  (Synthetic dairy products 154): Pos=(2.690, 2.725, 0.000) Size=(0.42x0.45x0.58) Bounds=[2.480, 2.900], [2.500, 2.950], [0.000, 0.580]
  (Synthetic seafood 8): Pos=(17.970, 0.720, 0.000) Size=(0.58x0.38x0.67) Bounds=[17.680, 18.260], [0.530, 0.910], [0.000, 0.670]
  (Synthetic confectionery 20): Pos=(13.215, 1.210, 2.250) Size=(0.39x0.58x0.67) Bounds=[13.020, 13.410], [0.920, 1.500], [2.250, 2.920]
  (Synthetic bakery products 138): Pos=(10.945, 2.830, 2.350) Size=(0.41x0.66x0.58) Bounds=[10.740, 11.150], [2.500, 3.160], [2.350, 2.930]
  (vegetables-00111690): Pos=(2.430, 2.650, 0.000) Size=(0.10x0.30x0.40) Bounds=[2.380, 2.480], [2.500, 2.800], [0.000, 0.400]
  (bread roll-00106708): Pos=(2.215, 3.375, 0.000) Size=(0.33x0.23x0.57) Bounds=[2.050, 2.380], [3.260, 3.490], [0.000, 0.570]
  (Synthetic confectionery 132): Pos=(4.740, 2.775, 0.790) Size=(0.52x0.55x0.79) Bounds=[4.480, 5.000], [2.500, 3.050], [0.790, 1.580]
  (pizza roll-00112513): Pos=(5.775, 0.610, 0.000) Size=(0.27x0.16x0.40) Bounds=[5.640, 5.910], [0.530, 0.690], [0.000, 0.395]
  (Synthetic bakery products 293): Pos=(4.380, 2.900, 2.370) Size=(0.48x0.80x0.56) Bounds=[4.140, 4.620], [2.500, 3.300], [2.370, 2.930]
  (popsicles multipack-00100469): Pos=(1.520, 2.645, 1.620) Size=(0.26x0.29x0.40) Bounds=[1.390, 1.650], [2.500, 2.790], [1.620, 2.020]
  (Synthetic confectionery 298): Pos=(3.045, 1.115, 2.330) Size=(0.75x0.75x0.50) Bounds=[2.670, 3.420], [0.740, 1.490], [2.330, 2.830]
  (Synthetic snack 61): Pos=(17.790, 1.290, 0.000) Size=(0.58x0.42x0.66) Bounds=[17.500, 18.080], [1.080, 1.500], [0.000, 0.660]
  (Synthetic ice cream 80): Pos=(4.340, 1.205, 1.700) Size=(0.48x0.59x0.80) Bounds=[4.100, 4.580], [0.910, 1.500], [1.700, 2.500]
  (Synthetic red meat 286): Pos=(1.195, 2.890, 1.290) Size=(0.39x0.78x1.17) Bounds=[1.000, 1.390], [2.500, 3.280], [1.290, 2.460]
  (Synthetic red meat 306): Pos=(1.245, 0.890, 0.780) Size=(0.49x0.78x0.53) Bounds=[1.000, 1.490], [0.500, 1.280], [0.780, 1.310]
  (Synthetic confectionery 282): Pos=(14.335, 1.105, 1.580) Size=(0.55x0.79x1.18) Bounds=[14.060, 14.610], [0.710, 1.500], [1.580, 2.760]
  (Synthetic bakery products 158): Pos=(12.860, 2.830, 2.350) Size=(0.38x0.66x0.58) Bounds=[12.670, 13.050], [2.500, 3.160], [2.350, 2.930]
  (Synthetic bakery products 110): Pos=(8.660, 0.800, 1.850) Size=(0.46x0.32x1.14) Bounds=[8.430, 8.890], [0.640, 0.960], [1.850, 2.990]
  (Synthetic ice cream 18): Pos=(13.340, 3.285, 1.170) Size=(0.58x0.41x0.66) Bounds=[13.050, 13.630], [3.080, 3.490], [1.170, 1.830]
  (battered fish-00101335): Pos=(2.720, 1.140, 0.000) Size=(0.10x0.14x0.50) Bounds=[2.670, 2.770], [1.070, 1.210], [0.000, 0.500]
  (Synthetic potatoe products 25): Pos=(11.145, 3.285, 0.000) Size=(0.35x0.41x1.11) Bounds=[10.970, 11.320], [3.080, 3.490], [0.000, 1.110]
  (Synthetic bakery products 176): Pos=(6.850, 2.765, 0.930) Size=(0.40x0.53x0.33) Bounds=[6.650, 7.050], [2.500, 3.030], [0.930, 1.260]
  (instant meal-00105912): Pos=(3.485, 3.400, 0.000) Size=(0.29x0.14x0.47) Bounds=[3.340, 3.630], [3.330, 3.470], [0.000, 0.470]
  (fruit-00111831): Pos=(18.815, 2.825, 0.000) Size=(0.27x0.27x0.39) Bounds=[18.680, 18.950], [2.690, 2.960], [0.000, 0.390]
  (Synthetic ice cream 168): Pos=(15.425, 1.170, 1.000) Size=(0.79x0.34x0.79) Bounds=[15.030, 15.820], [1.000, 1.340], [1.000, 1.790]
  (Synthetic fish 246): Pos=(9.230, 1.270, 0.000) Size=(0.44x0.46x1.11) Bounds=[9.010, 9.450], [1.040, 1.500], [0.000, 1.110]
  (Synthetic bakery products 312): Pos=(16.970, 1.210, 1.950) Size=(0.38x0.58x0.67) Bounds=[16.780, 17.160], [0.920, 1.500], [1.950, 2.620]
  (Synthetic red meat 146): Pos=(3.485, 2.775, 0.000) Size=(0.51x0.55x1.09) Bounds=[3.230, 3.740], [2.500, 3.050], [0.000, 1.090]
  (Synthetic red meat 259): Pos=(4.520, 2.785, 0.000) Size=(0.52x0.57x0.79) Bounds=[4.260, 4.780], [2.500, 3.070], [0.000, 0.790]
  (Synthetic confectionery 178): Pos=(16.150, 2.765, 1.970) Size=(1.18x0.53x0.78) Bounds=[15.560, 16.740], [2.500, 3.030], [1.970, 2.750]
  (Synthetic ice cream 120): Pos=(11.890, 2.730, 2.580) Size=(0.60x0.46x0.42) Bounds=[11.590, 12.190], [2.500, 2.960], [2.580, 3.000]
  (Synthetic confectionery 195): Pos=(15.390, 0.725, 1.180) Size=(0.40x0.43x1.11) Bounds=[15.190, 15.590], [0.510, 0.940], [1.180, 2.290]
  (Synthetic bakery products 230): Pos=(16.500, 3.280, 1.870) Size=(0.48x0.42x0.93) Bounds=[16.260, 16.740], [3.070, 3.490], [1.870, 2.800]
  (Synthetic fruit 266): Pos=(6.740, 3.300, 1.770) Size=(0.46x0.32x1.15) Bounds=[6.510, 6.970], [3.140, 3.460], [1.770, 2.920]
  (Synthetic potatoe products 219): Pos=(8.055, 2.790, 0.000) Size=(0.53x0.58x0.20) Bounds=[7.790, 8.320], [2.500, 3.080], [0.000, 0.200]
  (Synthetic snack 308): Pos=(16.555, 3.225, 0.000) Size=(0.45x0.47x1.12) Bounds=[16.330, 16.780], [2.990, 3.460], [0.000, 1.120]
  (Synthetic bakery products 37): Pos=(4.890, 3.265, 1.070) Size=(0.54x0.43x1.07) Bounds=[4.620, 5.160], [3.050, 3.480], [1.070, 2.140]
  (Synthetic fruit 140): Pos=(12.050, 3.245, 1.170) Size=(0.40x0.41x0.57) Bounds=[11.850, 12.250], [3.040, 3.450], [1.170, 1.740]
  (Synthetic potatoe products 292): Pos=(5.360, 3.275, 0.000) Size=(0.40x0.41x0.57) Bounds=[5.160, 5.560], [3.070, 3.480], [0.000, 0.570]
  (Synthetic side dish 156): Pos=(13.825, 0.900, 0.000) Size=(0.51x0.74x0.64) Bounds=[13.570, 14.080], [0.530, 1.270], [0.000, 0.640]
  (Synthetic fruit 197): Pos=(12.025, 3.210, 1.740) Size=(0.35x0.40x1.19) Bounds=[11.850, 12.200], [3.010, 3.410], [1.740, 2.930]
  (Synthetic fruit 285): Pos=(17.475, 1.280, 1.110) Size=(0.57x0.44x0.77) Bounds=[17.190, 17.760], [1.060, 1.500], [1.110, 1.880]
  (Synthetic bakery products 60): Pos=(7.450, 1.180, 1.090) Size=(0.46x0.64x0.81) Bounds=[7.220, 7.680], [0.860, 1.500], [1.090, 1.900]
  (Synthetic confectionery 112): Pos=(17.545, 1.290, 2.420) Size=(0.77x0.42x0.43) Bounds=[17.160, 17.930], [1.080, 1.500], [2.420, 2.850]
  (Synthetic candy 166): Pos=(11.805, 1.230, 0.000) Size=(0.53x0.54x0.78) Bounds=[11.540, 12.070], [0.960, 1.500], [0.000, 0.780]
  (dessert-00110393): Pos=(1.915, 2.660, 1.080) Size=(0.29x0.32x0.39) Bounds=[1.770, 2.060], [2.500, 2.820], [1.080, 1.470]
  (Synthetic poultry 7): Pos=(2.580, 0.775, 0.000) Size=(0.42x0.45x0.59) Bounds=[2.370, 2.790], [0.550, 1.000], [0.000, 0.590]
  (spelt bread roll-00103747): Pos=(1.683, 0.743, 2.210) Size=(0.28x0.39x0.59) Bounds=[1.540, 1.825], [0.550, 0.935], [2.210, 2.800]
  (Synthetic poultry 276): Pos=(2.715, 3.205, 0.000) Size=(0.47x0.51x1.01) Bounds=[2.480, 2.950], [2.950, 3.460], [0.000, 1.010]
  (Synthetic instant meals 151): Pos=(7.595, 3.120, 0.000) Size=(0.39x0.52x0.54) Bounds=[7.400, 7.790], [2.860, 3.380], [0.000, 0.540]
  (Synthetic potatoe products 11): Pos=(11.355, 1.285, 0.000) Size=(0.37x0.43x1.17) Bounds=[11.170, 11.540], [1.070, 1.500], [0.000, 1.170]
  (Synthetic confectionery 193): Pos=(11.800, 2.725, 1.340) Size=(0.42x0.45x0.58) Bounds=[11.590, 12.010], [2.500, 2.950], [1.340, 1.920]
  (Synthetic candy 104): Pos=(17.610, 3.220, 0.000) Size=(0.58x0.42x0.67) Bounds=[17.320, 17.900], [3.010, 3.430], [0.000, 0.670]
  (Synthetic instant meals 82): Pos=(10.300, 0.720, 0.000) Size=(0.58x0.38x0.66) Bounds=[10.010, 10.590], [0.530, 0.910], [0.000, 0.660]
  (Synthetic dairy products 317): Pos=(18.130, 3.245, 0.000) Size=(0.46x0.51x0.70) Bounds=[17.900, 18.360], [2.990, 3.500], [0.000, 0.700]
  (pastry w. fruit-00106385): Pos=(16.122, 0.593, 0.000) Size=(0.27x0.17x0.39) Bounds=[15.990, 16.255], [0.510, 0.675], [0.000, 0.390]
  (vegetables-00109095): Pos=(1.665, 0.745, 1.950) Size=(0.25x0.39x0.26) Bounds=[1.540, 1.790], [0.550, 0.940], [1.950, 2.210]
  (Synthetic confectionery 209): Pos=(5.705, 2.765, 1.970) Size=(0.49x0.53x0.78) Bounds=[5.460, 5.950], [2.500, 3.030], [1.970, 2.750]
  (Synthetic bakery products 287): Pos=(6.215, 2.765, 1.970) Size=(0.53x0.53x0.78) Bounds=[5.950, 6.480], [2.500, 3.030], [1.970, 2.750]
  (Synthetic fruit 169): Pos=(7.935, 2.710, 1.320) Size=(0.37x0.42x1.17) Bounds=[7.750, 8.120], [2.500, 2.920], [1.320, 2.490]
