id,name,length,width,height,weight,category,priority,fragility,stackable,access_freq,can_rotate
SYN-64e9409f,Synthetic dairy products 30,0.89,0.52,0.55,17.91,dairy products,3,0,1,5,1
SYN-489eb31e,Synthetic snack 31,0.8,0.63,0.6,14.12,snack,3,0,1,9,1
SYN-9988e0fc,Synthetic confectionery 32,0.49,0.39,0.53,6.36,confectionery,3,1,0,1,1
SYN-de3a5842,Synthetic snack 33,0.62,0.39,0.35,12.16,snack,1,0,1,10,1
SYN-65474dbb,Synthetic confectionery 34,0.81,0.61,0.39,15.8,confectionery,2,1,0,9,1
SYN-aad7fe9e,Synthetic confectionery 35,0.75,0.52,0.62,18.73,confectionery,2,1,0,6,1
SYN-273ad949,Synthetic fish 36,1.14,0.44,0.49,15.41,fish,3,0,1,6,1
SYN-f37e72bd,Synthetic seafood 37,0.78,0.54,0.54,20.32,seafood,1,0,1,6,1
SYN-d3cc44c5,Synthetic candy 38,0.77,0.54,0.59,6.42,candy,3,0,1,6,1
SYN-3b171ce4,Synthetic seafood 39,0.79,0.58,0.28,10.28,seafood,3,0,1,10,1
SYN-d5cde303,Synthetic red meat 40,1.12,0.46,0.45,12.85,red meat,3,0,1,4,1
SYN-b009f2c7,Synthetic ice cream 41,1.1,0.46,0.52,13.35,ice cream,1,1,0,4,1
SYN-b134e3f1,Synthetic bakery products 42,0.78,0.55,0.35,11.08,bakery products,3,1,0,9,1
SYN-df5e6b46,Synthetic instant meals 43,1.08,0.57,0.27,14.97,instant meals,3,0,1,3,1
SYN-9d88c955,Synthetic poultry 44,0.77,0.53,0.52,20.87,poultry,2,0,1,9,1
SYN-a9ca825b,Synthetic snack 45,0.74,0.32,0.26,5.25,snack,2,0,1,9,1
SYN-ed47eb5d,Synthetic candy 46,1.17,0.79,0.25,14.65,candy,3,0,1,1,1
SYN-766f0cce,Synthetic confectionery 47,0.61,0.41,0.45,6.34,confectionery,3,1,0,2,1
SYN-1f0326d0,Synthetic non-food products 48,0.8,0.52,0.29,7.7,non-food products,1,0,1,7,1
SYN-90a48461,Synthetic vegetables 49,1.19,0.79,0.55,14.76,vegetables,2,1,0,7,1
SYN-fb4f27be,Synthetic ice cream 50,0.66,0.42,0.61,10.55,ice cream,3,1,0,3,1
SYN-ed03afa0,Synthetic instant meals 51,0.77,0.37,0.52,15.31,instant meals,1,0,1,2,1
SYN-87270ba4,Synthetic dairy products 52,1.15,0.43,0.46,14.82,dairy products,3,0,1,4,1
SYN-326bf849,Synthetic bakery products 53,0.96,0.54,0.42,7.03,bakery products,3,1,0,1,1
SYN-a0bdf665,Synthetic bakery products 54,0.78,0.54,0.54,20.75,bakery products,1,1,0,9,1
SYN-0633cf1c,Synthetic instant meals 55,0.67,0.41,0.6,10.66,instant meals,3,0,1,3,1
SYN-b3fc3219,Synthetic candy 56,1.14,0.45,0.49,16.26,candy,1,0,0,5,1
SYN-f7adc475,Synthetic non-food products 57,0.8,0.57,0.26,9.34,non-food products,2,0,1,6,1
SYN-bde31c8c,Synthetic dairy products 58,0.73,0.59,0.61,8.21,dairy products,2,0,1,9,1
SYN-033cda1c,Synthetic fish 59,1.09,0.36,0.48,12.79,fish,3,0,1,9,1
SYN-cc3e47dd,Synthetic potatoe products 60,1.14,0.41,0.47,13.85,potatoe products,1,0,1,3,1
SYN-b7231a0a,Synthetic confectionery 61,0.8,0.56,0.56,20.71,confectionery,3,1,0,7,1
SYN-8e296489,Synthetic instant meals 62,0.68,0.39,0.56,9.5,instant meals,3,0,1,1,1
SYN-6516a8c9,Synthetic instant meals 63,0.74,0.53,0.44,20.95,instant meals,3,0,1,7,1
SYN-0e33bde8,Synthetic confectionery 64,0.88,0.42,0.45,9.1,confectionery,2,1,0,10,1
SYN-2f7ab6a5,Synthetic confectionery 65,1.04,0.52,0.53,17.83,confectionery,1,1,0,4,1
SYN-c49ba66a,Synthetic confectionery 66,0.68,0.39,0.56,9.93,confectionery,1,1,0,5,1
SYN-515b6beb,Synthetic confectionery 67,0.77,0.53,0.58,19.82,confectionery,2,1,0,2,1
SYN-fb712571,Synthetic dairy products 68,0.68,0.43,0.61,11.84,dairy products,1,0,1,9,1
SYN-f26244f3,Synthetic seafood 69,1.13,0.37,0.5,12.51,seafood,1,0,1,10,1
SYN-995d99a6,Synthetic dairy products 70,1.11,0.5,0.23,12.1,dairy products,3,0,1,2,1
SYN-b5bae79a,Synthetic confectionery 71,0.66,0.41,0.59,10.77,confectionery,2,1,0,10,1
SYN-a1bb370e,Synthetic confectionery 72,0.63,0.42,0.56,11.56,confectionery,2,1,0,7,1
SYN-c35d75a0,Synthetic dairy products 73,0.8,0.61,0.45,17.29,dairy products,1,0,1,6,1
SYN-2458ef5b,Synthetic instant meals 74,0.8,0.58,0.4,13.9,instant meals,3,0,1,2,1
SYN-c7fbc80c,Synthetic candy 75,0.98,0.44,0.46,10.64,candy,2,0,1,1,1
SYN-dae4a6ae,Synthetic bakery products 76,0.79,0.47,0.6,19.82,bakery products,1,1,0,5,1
SYN-92c0fe0e,Synthetic bakery products 77,1.1,0.52,0.43,17.87,bakery products,2,1,0,7,1
SYN-cfbdb83b,Synthetic snack 78,0.78,0.53,0.62,19.33,snack,2,0,1,6,1
SYN-4456c9f5,Synthetic fish 79,0.75,0.71,0.45,14.92,fish,2,0,1,3,1
SYN-adf6831b,Synthetic fish 80,0.57,0.38,0.38,8.6,fish,3,0,1,8,1
SYN-560d9270,Synthetic instant meals 81,0.78,0.54,0.56,20.38,instant meals,1,0,1,2,1
SYN-7affac7f,Synthetic bakery products 82,1.14,0.5,0.68,14.61,bakery products,2,1,0,9,1
SYN-dae98a67,Synthetic pizza 83,1.16,0.39,0.48,12.42,pizza,3,0,1,3,1
SYN-5d6ea0d5,Synthetic dairy products 84,0.8,0.57,0.51,18.6,dairy products,2,0,1,4,1
SYN-3ba09888,Synthetic seafood 85,1.15,0.66,0.61,8.66,seafood,3,0,1,7,1
SYN-db0ce273,Synthetic confectionery 86,1.03,0.46,0.51,11.88,confectionery,1,1,0,5,1
SYN-40c17232,Synthetic confectionery 87,0.8,0.59,0.5,18.7,confectionery,2,1,0,6,1
SYN-26a3372f,Synthetic confectionery 88,0.68,0.42,0.61,10.87,confectionery,2,1,0,6,1
SYN-3bc36d85,Synthetic bakery products 89,0.79,0.57,0.51,19.47,bakery products,1,1,0,8,1
SYN-a85d03ec,Synthetic pizza 90,1.14,0.44,0.49,15.38,pizza,1,0,1,9,1
SYN-219c66eb,Synthetic red meat 91,0.51,0.43,0.56,7.81,red meat,2,0,1,8,1
SYN-d607a4b1,Synthetic confectionery 92,1.19,0.79,0.43,13.87,confectionery,1,1,0,2,1
SYN-90781a27,Synthetic confectionery 93,1.08,0.54,0.5,18.1,confectionery,2,1,0,9,1
SYN-bd77c6c1,Synthetic bakery products 94,1.12,0.47,0.48,15.96,bakery products,2,1,0,7,1
SYN-7fafb2a0,Synthetic potatoe products 95,0.73,0.34,0.33,13.59,potatoe products,1,0,0,1,1
SYN-4c7ee27d,Synthetic pizza 96,0.77,0.54,0.58,20.0,pizza,2,0,1,7,1
SYN-9c37a56a,Synthetic potatoe products 97,1.1,0.58,0.48,20.05,potatoe products,2,0,0,1,1
SYN-becb9c92,Synthetic bakery products 98,1.1,0.35,0.5,11.68,bakery products,2,1,0,1,1
SYN-4a2b2bd6,Synthetic instant meals 99,1.12,0.36,0.48,12.46,instant meals,3,0,1,9,1
SYN-31079a6f,Synthetic vegetables 100,0.78,0.34,0.33,16.05,vegetables,3,1,0,10,1
SYN-ede64277,Synthetic confectionery 101,0.79,0.53,0.56,20.74,confectionery,2,1,0,7,1
SYN-9294da93,Synthetic vegetables 102,0.78,0.54,0.6,19.79,vegetables,2,1,0,2,1
SYN-9a56edd6,Synthetic confectionery 103,0.73,0.37,0.57,12.95,confectionery,3,1,0,2,1
SYN-417c5072,Synthetic candy 104,1.14,0.37,0.49,13.42,candy,1,0,1,6,1
SYN-e278e1ae,Synthetic ice cream 105,1.15,0.47,0.66,19.89,ice cream,2,1,0,10,1
SYN-3830c0b1,Synthetic ice cream 106,1.15,0.39,0.46,11.68,ice cream,2,1,0,7,1
SYN-272ef57e,Synthetic confectionery 107,0.81,0.51,0.5,9.85,confectionery,3,1,0,4,1
SYN-070e905a,Synthetic bakery products 108,0.67,0.41,0.6,10.72,bakery products,3,1,0,4,1
SYN-c8f6bc23,Synthetic vegetables 109,1.13,0.44,0.5,15.43,vegetables,2,1,0,5,1
SYN-a36dc60a,Synthetic potatoe products 110,0.8,0.68,0.29,14.65,potatoe products,2,0,0,9,1
SYN-340b63da,Synthetic potatoe products 111,0.81,0.33,0.38,16.52,potatoe products,1,0,0,3,1
SYN-338e7b45,Synthetic bakery products 112,0.8,0.31,0.3,13.98,bakery products,3,1,0,7,1
SYN-0d948f80,Synthetic red meat 113,0.77,0.53,0.52,21.18,red meat,3,0,1,6,1
SYN-74373d7a,Synthetic pizza 114,0.8,0.57,0.52,19.51,pizza,3,0,1,9,1
SYN-82c19a55,Synthetic red meat 115,0.7,0.4,0.55,8.94,red meat,3,0,1,1,1
SYN-84a4e7a9,Synthetic seafood 116,0.6,0.39,0.58,8.29,seafood,2,0,1,2,1
SYN-77c11d23,Synthetic vegetables 117,0.62,0.4,0.58,8.99,vegetables,1,1,0,7,1
SYN-b9724d9b,Synthetic dairy products 118,0.78,0.53,0.59,18.75,dairy products,2,0,1,7,1
SYN-58f10d60,Synthetic instant meals 119,1.17,0.4,0.47,13.4,instant meals,1,0,1,4,1
SYN-7f397242,Synthetic side dish 120,0.67,0.4,0.58,10.81,side dish,1,0,1,8,1
SYN-2e91bb64,Synthetic fish 121,0.63,0.41,0.56,11.18,fish,1,0,1,4,1
SYN-ff9ded0e,Synthetic bakery products 122,1.13,0.41,0.51,13.59,bakery products,3,1,0,8,1
SYN-df6d41ac,Synthetic red meat 123,1.16,0.41,0.48,13.79,red meat,1,0,1,7,1
SYN-fbab140b,Synthetic herbs/spice 124,1.1,0.56,0.19,13.75,herbs/spice,1,0,1,10,1
SYN-2d6db207,Synthetic confectionery 125,0.78,0.63,0.31,15.42,confectionery,3,1,0,1,1
SYN-cd92a50a,Synthetic poultry 126,0.78,0.53,0.55,20.49,poultry,2,0,1,4,1
SYN-7500aafa,Synthetic candy 127,0.75,0.57,0.59,6.63,candy,2,0,1,9,1
SYN-0acce991,Synthetic confectionery 128,1.09,0.45,0.43,8.64,confectionery,3,1,0,9,1
SYN-6e783522,Synthetic confectionery 129,1.05,0.68,0.35,13.5,confectionery,2,1,0,1,1
SYN-afd34885,Synthetic bakery products 130,0.78,0.53,0.58,20.08,bakery products,3,1,0,2,1
SYN-6c2fb5f8,Synthetic seafood 131,0.66,0.4,0.59,10.2,seafood,3,0,1,4,1
SYN-c85d27f1,Synthetic vegetables 132,1.0,0.52,0.52,18.12,vegetables,3,1,0,6,1
SYN-38898bfd,Synthetic confectionery 133,0.77,0.74,0.4,15.79,confectionery,2,1,0,10,1
SYN-f5b38ea8,Synthetic ice 134,0.66,0.41,0.58,11.12,ice,2,0,1,9,1
SYN-eaa75f27,Synthetic ice cream 135,0.63,0.42,0.55,11.15,ice cream,2,1,0,3,1
SYN-854b821f,Synthetic pizza 136,0.83,0.35,0.23,4.9,pizza,1,0,1,3,1
SYN-264da83f,Synthetic bakery products 137,0.9,0.52,0.57,19.27,bakery products,2,1,0,3,1
SYN-455f3743,Synthetic confectionery 138,1.09,0.54,0.37,17.23,confectionery,1,1,0,1,1
SYN-a10f7138,Synthetic bakery products 139,1.09,0.53,0.37,16.58,bakery products,2,1,0,4,1
SYN-cc30cdfe,Synthetic bakery products 140,1.07,0.35,0.48,12.32,bakery products,2,1,0,4,1
SYN-474c9207,Synthetic instant meals 141,0.8,0.57,0.26,11.35,instant meals,2,0,1,7,1
SYN-f563a037,Synthetic side dish 142,1.11,0.37,0.49,12.08,side dish,3,0,1,6,1
SYN-b462c1c1,Synthetic vegetables 143,0.62,0.42,0.58,10.75,vegetables,3,1,0,5,1
SYN-56bebe6d,Synthetic dairy products 144,0.81,0.57,0.23,9.65,dairy products,1,0,1,8,1
SYN-e5a385de,Synthetic confectionery 145,0.8,0.57,0.51,20.77,confectionery,2,1,0,9,1
SYN-e5ce9466,Synthetic ice cream 146,1.12,0.35,0.51,11.57,ice cream,2,1,0,5,1
SYN-b2215f99,Synthetic dairy products 147,0.56,0.31,0.35,5.29,dairy products,1,0,1,3,1
SYN-9b1b49a4,Synthetic bakery products 148,1.08,0.51,0.51,17.04,bakery products,1,1,0,3,1
SYN-295d7c33,Synthetic ice cream 149,0.67,0.41,0.62,10.87,ice cream,1,1,0,2,1
SYN-cc036cab,Synthetic side dish 150,0.74,0.64,0.41,14.97,side dish,2,0,1,8,1
SYN-0e232c2d,Synthetic bakery products 151,0.67,0.41,0.58,10.9,bakery products,2,1,0,4,1
SYN-7a79d866,Synthetic confectionery 152,0.64,0.36,0.46,5.96,confectionery,3,1,0,8,1
SYN-81847e19,Synthetic bakery products 153,1.12,0.45,0.5,15.32,bakery products,3,1,0,3,1
SYN-13d4fa1f,Synthetic confectionery 154,0.68,0.44,0.62,11.73,confectionery,1,1,0,2,1
SYN-c0287d00,Synthetic poultry 155,0.78,0.53,0.6,19.92,poultry,3,0,1,6,1
SYN-62ecabbd,Synthetic confectionery 156,0.78,0.53,0.55,20.61,confectionery,2,1,0,6,1
SYN-028f0c91,Synthetic fruit 157,1.11,0.49,0.52,16.59,fruit,1,1,0,7,1
SYN-3483e5a5,Synthetic bakery products 158,1.16,0.55,0.57,16.21,bakery products,3,1,0,8,1
SYN-c416e2dc,Synthetic poultry 159,1.07,0.51,0.52,16.62,poultry,2,0,1,3,1
SYN-c009fb23,Synthetic confectionery 160,0.79,0.41,0.3,9.65,confectionery,3,1,0,10,1
SYN-7578a9ef,Synthetic snack 161,0.78,0.54,0.56,20.15,snack,2,0,1,9,1
SYN-affd782a,Synthetic instant meals 162,1.14,0.42,0.48,14.09,instant meals,3,0,0,8,1
SYN-d6d423c6,Synthetic confectionery 163,0.82,0.6,0.32,11.35,confectionery,1,1,0,7,1
SYN-a1eea795,Synthetic potatoe products 164,1.13,0.44,0.46,15.07,potatoe products,2,0,1,3,1
SYN-0597c55b,Synthetic confectionery 165,1.07,0.31,0.51,14.58,confectionery,2,1,0,10,1
SYN-54f96471,Synthetic instant meals 166,1.09,0.53,0.55,18.04,instant meals,1,0,0,6,1
SYN-fc888b9e,Synthetic dairy products 167,0.69,0.55,0.44,19.85,dairy products,1,0,1,2,1
SYN-6b9c724d,Synthetic dairy products 168,1.18,0.8,0.6,14.71,dairy products,1,0,1,4,1
SYN-d1c1317a,Synthetic instant meals 169,1.11,0.46,0.57,7.98,instant meals,2,0,1,6,1
SYN-73fcc21f,Synthetic side dish 170,1.18,0.8,0.52,14.44,side dish,1,0,1,4,1
SYN-3d57e622,Synthetic ice cream 171,0.79,0.56,0.5,18.87,ice cream,1,1,0,1,1
SYN-f9ea7986,Synthetic confectionery 172,0.8,0.77,0.28,11.37,confectionery,1,1,0,5,1
SYN-7f780544,Synthetic side dish 173,0.98,0.52,0.56,19.1,side dish,1,0,1,9,1
SYN-a58c940b,Synthetic side dish 174,0.67,0.41,0.59,10.64,side dish,2,0,0,5,1
SYN-ef9db38b,Synthetic pizza 175,0.67,0.41,0.61,10.76,pizza,3,0,1,5,1
SYN-28e82ad1,Synthetic seafood 176,1.19,0.8,0.56,14.19,seafood,3,0,1,1,1
SYN-b2fa4df5,Synthetic confectionery 177,0.7,0.52,0.41,20.79,confectionery,1,1,0,7,1
SYN-cfd6bb57,Synthetic side dish 178,1.15,0.78,0.18,20.29,side dish,2,0,0,9,1
SYN-d26e8eec,Synthetic instant meals 179,0.67,0.41,0.58,11.21,instant meals,2,0,1,9,1
SYN-4b5eecf9,Synthetic candy 180,1.04,0.48,0.38,10.82,candy,3,0,1,5,1
SYN-2b65e144,Synthetic poultry 181,0.78,0.53,0.58,19.9,poultry,1,0,1,7,1
SYN-5743bcb6,Synthetic seafood 182,0.78,0.63,0.54,18.98,seafood,1,0,1,7,1
SYN-bad2a959,Synthetic confectionery 183,1.18,0.8,0.58,14.64,confectionery,1,1,0,9,1
SYN-b240f198,Synthetic potatoe products 184,0.8,0.36,0.54,15.79,potatoe products,2,0,1,8,1
SYN-e5fef642,Synthetic seafood 185,1.15,0.41,0.47,12.31,seafood,3,0,1,1,1
SYN-052f30e3,Synthetic bakery products 186,0.78,0.54,0.56,20.12,bakery products,1,1,0,5,1
SYN-f9ae5c1a,Synthetic bakery products 187,0.83,0.52,0.58,18.55,bakery products,3,1,0,6,1
SYN-6e86b11e,Synthetic fruit 188,0.57,0.42,0.37,10.51,fruit,2,1,0,3,1
SYN-14ceb8c4,Synthetic seafood 189,1.18,0.79,0.32,14.55,seafood,2,0,1,6,1
SYN-258bcb8d,Synthetic seafood 190,0.77,0.51,0.63,18.65,seafood,3,0,1,3,1
SYN-9968d0db,Synthetic confectionery 191,1.07,0.57,0.29,14.99,confectionery,2,1,0,10,1
SYN-7f15802e,Synthetic dairy products 192,0.77,0.51,0.53,21.09,dairy products,1,0,1,10,1
SYN-81d7fbff,Synthetic vegetables 193,0.67,0.4,0.59,10.85,vegetables,1,1,0,7,1
SYN-bb9a6721,Synthetic fish 194,1.07,0.32,0.46,10.87,fish,3,0,1,6,1
SYN-f9c04d17,Synthetic fruit 195,0.78,0.53,0.57,20.23,fruit,2,1,0,9,1
SYN-8d5b8c76,Synthetic potatoe products 196,0.8,0.57,0.44,8.24,potatoe products,2,0,1,3,1
SYN-b1fcc828,Synthetic meat 197,0.8,0.51,0.47,6.64,meat,2,0,1,6,1
SYN-a78218d3,Synthetic fruit 198,1.15,0.39,0.55,15.12,fruit,2,1,0,3,1
SYN-6aab5790,Synthetic bakery products 199,1.13,0.38,0.48,12.92,bakery products,2,1,0,1,1
SYN-b63341ae,Synthetic ice cream 200,0.78,0.54,0.6,19.99,ice cream,1,1,0,1,1
SYN-f463e5c8,Synthetic bakery products 201,1.08,0.44,0.56,9.43,bakery products,1,1,0,7,1
SYN-c503dbc8,Synthetic confectionery 202,0.61,0.42,0.37,13.28,confectionery,3,1,0,1,1
SYN-a040b65c,Synthetic ice 203,0.71,0.52,0.41,20.73,ice,3,0,1,3,1
SYN-3c4bdaa8,Synthetic poultry 204,0.81,0.58,0.41,10.93,poultry,2,0,1,10,1
SYN-302727b5,Synthetic instant meals 205,1.05,0.64,0.22,15.92,instant meals,1,0,1,9,1
SYN-01c10982,Synthetic fish 206,0.86,0.53,0.58,19.26,fish,3,0,1,6,1
SYN-6e5239e7,Synthetic confectionery 207,0.59,0.42,0.46,11.63,confectionery,2,1,0,3,1
SYN-8e007020,Synthetic seafood 208,0.71,0.36,0.4,14.58,seafood,2,0,1,10,1
SYN-34571e55,Synthetic pizza 209,0.5,0.32,0.48,3.81,pizza,3,0,0,10,1
SYN-5e2bc510,Synthetic fish 210,0.72,0.36,0.35,14.45,fish,2,0,1,2,1
SYN-f7deac58,Synthetic side dish 211,1.06,0.52,0.51,16.92,side dish,2,0,1,7,1
SYN-73713d5b,Synthetic ice cream 212,0.78,0.54,0.57,19.53,ice cream,1,1,0,4,1
SYN-a987369e,Synthetic fish 213,0.78,0.54,0.57,19.74,fish,2,0,1,3,1
SYN-48f33aad,Synthetic confectionery 214,1.12,0.44,0.44,15.04,confectionery,1,1,0,3,1
SYN-e70e1c7a,Synthetic bakery products 215,0.89,0.58,0.46,17.59,bakery products,1,1,0,7,1
SYN-0632e0b4,Synthetic ice cream 216,0.8,0.58,0.51,17.79,ice cream,2,1,0,9,1
SYN-9ce8c0ac,Synthetic fruit 217,0.79,0.41,0.54,9.76,fruit,1,1,0,9,1
SYN-3e4608e4,Synthetic ice cream 218,0.85,0.55,0.2,9.77,ice cream,1,1,0,5,1
SYN-3487d984,Synthetic vegetables 219,1.08,0.56,0.3,16.28,vegetables,1,1,0,2,1
SYN-7c141834,Synthetic fruit 220,1.15,0.42,0.44,14.44,fruit,3,1,0,8,1
SYN-26d7ad95,Synthetic snack 221,1.03,0.72,0.57,17.12,snack,3,0,1,7,1
SYN-ed2152dd,Synthetic confectionery 222,0.67,0.41,0.59,10.74,confectionery,2,1,0,8,1
SYN-b393d101,Synthetic potatoe products 223,0.76,0.55,0.59,5.38,potatoe products,1,0,0,1,1
SYN-bf15af86,Synthetic confectionery 224,0.78,0.54,0.5,21.21,confectionery,1,1,0,10,1
SYN-cafef698,Synthetic meat 225,0.79,0.58,0.48,16.54,meat,2,0,1,1,1
SYN-0f46eb36,Synthetic confectionery 226,1.18,0.79,0.42,14.07,confectionery,1,1,0,7,1
SYN-758af3e4,Synthetic seafood 227,1.09,0.35,0.49,11.83,seafood,2,0,0,1,1
SYN-7f42abb4,Synthetic confectionery 228,1.12,0.48,0.59,18.28,confectionery,2,1,0,3,1
SYN-02df53d4,Synthetic side dish 229,1.16,0.77,0.17,15.9,side dish,1,0,1,8,1
SYN-94f78897,Synthetic ice cream 230,0.73,0.52,0.44,20.2,ice cream,2,1,0,7,1
SYN-f549bc2f,Synthetic instant meals 231,0.66,0.41,0.61,10.69,instant meals,1,0,1,1,1
SYN-cd5322a0,Synthetic bakery products 232,0.73,0.48,0.32,5.61,bakery products,2,1,0,3,1
SYN-986f85d4,Synthetic confectionery 233,1.16,0.41,0.44,14.61,confectionery,3,1,0,3,1
SYN-2347e82d,Synthetic candy 234,0.82,0.57,0.51,18.04,candy,1,0,1,2,1
SYN-dfa64930,Synthetic fruit 235,1.13,0.36,0.5,12.73,fruit,2,1,0,1,1
SYN-c38b8167,Synthetic poultry 236,0.57,0.38,0.34,7.88,poultry,3,0,1,10,1
SYN-6529c1e4,Synthetic confectionery 237,0.81,0.32,0.33,15.55,confectionery,3,1,0,8,1
SYN-38ca8d29,Synthetic seafood 238,0.81,0.76,0.34,13.3,seafood,3,0,0,3,1
SYN-db1719c2,Synthetic confectionery 239,0.8,0.51,0.29,10.57,confectionery,3,1,0,5,1
SYN-f8786f93,Synthetic candy 240,1.06,0.43,0.59,10.16,candy,3,0,1,2,1
SYN-86af610f,Synthetic fish 241,0.78,0.34,0.39,14.27,fish,2,0,0,6,1
SYN-48de41b6,Synthetic bakery products 242,0.59,0.43,0.52,11.39,bakery products,2,1,0,9,1
SYN-57bfd9a9,Synthetic pizza 243,0.8,0.36,0.48,15.98,pizza,3,0,1,5,1
SYN-8ae86fb4,Synthetic ice cream 244,0.81,0.32,0.35,15.8,ice cream,2,1,0,8,1
SYN-c538f516,Synthetic confectionery 245,1.07,0.54,0.56,19.23,confectionery,3,1,0,3,1
SYN-e7a2f46c,Synthetic ice cream 246,1.11,0.46,0.47,15.32,ice cream,1,1,0,8,1
SYN-1a02eab6,Synthetic bakery products 247,0.68,0.36,0.35,12.68,bakery products,2,1,0,9,1
SYN-1b63f651,Synthetic pizza 248,1.12,0.47,0.52,15.26,pizza,3,0,1,9,1
SYN-f1511265,Synthetic fish 249,0.56,0.42,0.39,11.62,fish,1,0,1,3,1
SYN-6f56d59a,Synthetic bakery products 250,0.82,0.42,0.52,9.72,bakery products,2,1,0,5,1
SYN-1739a4f4,Synthetic ice cream 251,0.77,0.53,0.57,19.81,ice cream,2,1,0,3,1
SYN-f5324ab1,Synthetic bakery products 252,0.8,0.57,0.33,11.51,bakery products,2,1,0,1,1
SYN-cede98db,Synthetic bakery products 253,1.15,0.4,0.48,13.66,bakery products,3,1,0,4,1
SYN-883dd6aa,Synthetic seafood 254,0.78,0.55,0.56,19.51,seafood,2,0,1,8,1
SYN-b0525212,Synthetic seafood 255,1.11,0.56,0.2,13.7,seafood,1,0,1,4,1
SYN-95ca3c87,Synthetic fruit 256,1.14,0.41,0.48,12.61,fruit,2,1,0,2,1
SYN-4ac38ccd,Synthetic fruit 257,1.18,0.8,0.57,14.6,fruit,3,1,0,1,1
SYN-dcde571e,Synthetic ice cream 258,0.77,0.53,0.6,19.69,ice cream,1,1,0,3,1
SYN-bd80604e,Synthetic potatoe products 259,0.74,0.49,0.62,15.49,potatoe products,3,0,1,8,1
SYN-a44a5f6c,Synthetic ice cream 260,0.75,0.53,0.58,5.39,ice cream,2,1,0,2,1
SYN-4b621d08,Synthetic seafood 261,0.81,0.58,0.42,14.31,seafood,3,0,1,3,1
SYN-2ad651c7,Synthetic candy 262,0.67,0.41,0.59,11.57,candy,2,0,1,3,1
SYN-ddf67ce7,Synthetic confectionery 263,0.74,0.51,0.64,18.07,confectionery,3,1,0,3,1
SYN-3c0fad87,Synthetic confectionery 264,0.5,0.41,0.56,6.73,confectionery,2,1,0,7,1
