id,name,length,width,height,weight,category,priority,fragility,stackable,access_freq,can_rotate
REAL-f648c651,fries-00112620,0.39,0.27,0.25,10.65,potatoe products,1,0,1,1,1
SYN-4277c3d7,Synthetic candy 177,1.18,0.78,0.56,12.77,candy,1,0,0,6,1
SYN-eb2ca545,Synthetic confectionery 290,1.18,0.79,0.55,13.35,confectionery,1,1,0,7,1
SYN-11cf21a9,Synthetic fish 4,0.79,0.53,0.31,15.26,fish,2,0,1,6,1
SYN-7ed7c6c5,Synthetic red meat 19,1.18,0.79,0.54,13.29,red meat,3,0,1,2,1
SYN-5b40bae3,Synthetic vegetables 203,0.78,0.58,0.37,8.03,vegetables,1,1,0,9,1
SYN-16931b16,Synthetic bakery products 251,0.77,0.56,0.4,8.22,bakery products,3,1,0,4,1
SYN-e8af96e0,Synthetic pizza 275,1.14,0.3,0.46,13.67,pizza,1,0,1,10,1
SYN-f1487112,Synthetic vegetables 64,1.18,0.78,0.33,17.12,vegetables,3,1,0,4,1
SYN-b4a3e24b,Synthetic potatoe products 249,1.12,0.46,0.46,14.51,potatoe products,1,0,1,5,1
SYN-2f081bb5,Synthetic vegetables 302,1.18,0.38,0.32,11.04,vegetables,3,1,0,5,1
SYN-b2c760fd,Synthetic non-food products 109,0.79,0.56,0.53,8.37,non-food products,2,0,1,4,1
SYN-d6fcb0da,Synthetic vegetables 91,1.18,0.78,0.51,14.1,vegetables,1,1,0,8,1
SYN-88788f6a,Synthetic bakery products 234,0.76,0.39,0.56,14.36,bakery products,1,1,0,5,1
REAL-848df193,vegetables-00103919,0.57,0.25,0.21,8.0,vegetables,1,0,1,1,1
SYN-869efd54,Synthetic potatoe products 119,1.08,0.54,0.51,19.52,potatoe products,2,0,1,2,1
SYN-ca306353,Synthetic confectionery 221,1.09,0.54,0.51,19.47,confectionery,1,1,0,9,1
SYN-f6f9e4ce,Synthetic confectionery 181,1.07,0.54,0.47,17.47,confectionery,2,1,0,7,1
SYN-50816800,Synthetic fruit 315,0.74,0.51,0.65,13.15,fruit,1,1,0,5,1
REAL-aef8173c,focaccia-00110062,0.33,0.21,0.29,5.96,snack,1,0,1,1,1
REAL-78533438,croissant with piquant stuffing-00109718,0.59,0.2,0.2,8.25,snack,1,0,1,1,1
SYN-89b3f08f,Synthetic confectionery 240,0.66,0.38,0.57,10.27,confectionery,2,1,0,4,1
SYN-2b215cce,Synthetic pizza 76,1.18,0.79,0.55,15.16,pizza,3,0,1,7,1
SYN-893ae8be,Synthetic dairy products 248,1.16,0.78,0.36,18.66,dairy products,3,0,1,8,1
SYN-57ce5f45,Synthetic confectionery 111,0.77,0.57,0.38,10.59,confectionery,1,1,0,10,1
SYN-0fe3b559,Synthetic potatoe products 17,0.79,0.59,0.33,8.13,potatoe products,3,0,1,5,1
SYN-de8f2a5e,Synthetic potatoe products 67,1.04,0.52,0.28,7.87,potatoe products,3,0,1,10,1
SYN-1a65a4a7,Synthetic dairy products 154,0.58,0.42,0.45,10.92,dairy products,2,0,1,10,1
SYN-b52b1292,Synthetic seafood 8,0.67,0.38,0.58,9.88,seafood,1,0,1,2,1
SYN-ca44260a,Synthetic confectionery 20,0.67,0.39,0.58,10.25,confectionery,1,1,0,9,1
SYN-8b8dc9ca,Synthetic bakery products 138,0.66,0.41,0.58,10.67,bakery products,2,1,0,10,1
REAL-50fdbd02,vegetables-00111690,0.4,0.3,0.1,3.8,vegetables,1,0,1,1,1
REAL-b1b27681,bread roll-00106708,0.57,0.23,0.33,10.36,bakery products,1,0,1,1,1
SYN-2f6a002f,Synthetic confectionery 132,0.79,0.52,0.55,20.12,confectionery,3,1,0,10,1
REAL-d0f4bde5,pizza roll-00112513,0.395,0.27,0.16,7.632,pizza,1,0,1,1,1
SYN-5d184a0f,Synthetic bakery products 293,0.8,0.56,0.48,20.19,bakery products,3,1,0,6,1
REAL-5a23c4dd,popsicles multipack-00100469,0.4,0.26,0.29,9.45,ice cream,1,0,1,1,1
SYN-1358d60e,Synthetic confectionery 298,0.75,0.5,0.75,25.53,confectionery,3,1,0,2,1
SYN-70908cec,Synthetic snack 61,0.66,0.42,0.58,10.71,snack,2,0,1,3,1
SYN-11c363f7,Synthetic ice cream 80,0.8,0.59,0.48,21.03,ice cream,2,1,0,9,1
SYN-71b5958f,Synthetic red meat 286,1.17,0.78,0.39,11.25,red meat,2,0,1,1,1
SYN-4e95721e,Synthetic red meat 306,0.78,0.53,0.49,21.27,red meat,2,0,1,1,1
SYN-4df3886f,Synthetic confectionery 282,1.18,0.79,0.55,12.94,confectionery,2,1,0,4,1
SYN-71df9a28,Synthetic bakery products 158,0.66,0.38,0.58,10.02,bakery products,2,1,0,1,1
SYN-b913fc14,Synthetic bakery products 110,1.14,0.32,0.46,14.32,bakery products,1,1,0,9,1
SYN-0d3df5ca,Synthetic ice cream 18,0.66,0.41,0.58,10.72,ice cream,2,1,0,1,1
REAL-62694935,battered fish-00101335,0.5,0.14,0.1,3.2,fish,1,0,1,1,1
SYN-bf062d97,Synthetic potatoe products 25,1.11,0.35,0.41,9.05,potatoe products,3,0,1,6,1
SYN-1b695979,Synthetic bakery products 176,0.53,0.33,0.4,5.42,bakery products,1,1,0,3,1
REAL-e78ea987,instant meal-00105912,0.47,0.29,0.14,8.58,instant meals,1,0,1,1,1
REAL-7ebe2230,fruit-00111831,0.39,0.27,0.27,10.65,fruit,1,0,1,1,1
SYN-56943f0a,Synthetic ice cream 168,0.79,0.79,0.34,11.58,ice cream,2,1,0,9,1
SYN-f50e81cc,Synthetic fish 246,1.11,0.46,0.44,13.85,fish,1,0,1,6,1
SYN-3e5b353f,Synthetic bakery products 312,0.67,0.38,0.58,9.81,bakery products,3,1,0,1,1
SYN-dece65b2,Synthetic red meat 146,1.09,0.55,0.51,19.44,red meat,2,0,1,9,1
SYN-2603e391,Synthetic red meat 259,0.79,0.52,0.57,19.07,red meat,3,0,1,8,1
SYN-f2312a46,Synthetic confectionery 178,1.18,0.78,0.53,12.5,confectionery,2,1,0,1,1
SYN-6a5ccb91,Synthetic ice cream 120,0.6,0.42,0.46,10.76,ice cream,3,1,0,4,1
SYN-7083141e,Synthetic confectionery 195,1.11,0.4,0.43,10.9,confectionery,3,1,0,4,1
SYN-5dd3d48c,Synthetic bakery products 230,0.93,0.48,0.42,5.78,bakery products,1,1,0,5,1
SYN-e36ef4f5,Synthetic fruit 266,1.15,0.32,0.46,14.04,fruit,1,1,0,3,1
SYN-e7a8622c,Synthetic potatoe products 219,0.58,0.2,0.53,2.07,potatoe products,3,0,1,9,0
SYN-1a4ec7a4,Synthetic snack 308,1.12,0.47,0.45,14.43,snack,1,0,1,2,1
SYN-080b2086,Synthetic bakery products 37,1.07,0.54,0.43,17.41,bakery products,3,1,0,9,1
SYN-38fde13f,Synthetic fruit 140,0.57,0.41,0.4,11.44,fruit,3,1,0,4,1
SYN-363574c9,Synthetic potatoe products 292,0.57,0.41,0.4,11.46,potatoe products,3,0,1,8,1
SYN-dc75faf1,Synthetic side dish 156,0.74,0.51,0.64,14.01,side dish,2,0,1,4,1
SYN-5817e8e0,Synthetic fruit 197,1.19,0.4,0.35,11.61,fruit,1,1,0,3,1
SYN-22b4fa68,Synthetic fruit 285,0.77,0.57,0.44,9.9,fruit,2,1,0,1,1
SYN-94fc7f8f,Synthetic bakery products 60,0.81,0.64,0.46,19.65,bakery products,1,1,0,5,1
SYN-ebc5c7e8,Synthetic confectionery 112,0.77,0.42,0.43,5.25,confectionery,1,1,0,5,1
SYN-398c4ef1,Synthetic candy 166,0.78,0.53,0.54,21.52,candy,3,0,1,5,1
REAL-47d51419,dessert-00110393,0.39,0.29,0.32,7.63,candy,1,0,1,1,1
SYN-55a990b8,Synthetic poultry 7,0.59,0.42,0.45,10.92,poultry,2,0,1,10,1
REAL-b6ec3438,spelt bread roll-00103747,0.59,0.385,0.285,6.678,bakery products,1,0,1,1,1
SYN-70f074ce,Synthetic poultry 276,1.01,0.47,0.51,7.97,poultry,1,0,0,10,1
SYN-669cb844,Synthetic instant meals 151,0.54,0.39,0.52,5.54,instant meals,1,0,1,8,1
SYN-bc904c2e,Synthetic potatoe products 11,1.17,0.43,0.37,16.05,potatoe products,1,0,1,4,1
SYN-353a5740,Synthetic confectionery 193,0.58,0.42,0.45,10.92,confectionery,2,1,0,5,1
SYN-64435b45,Synthetic candy 104,0.67,0.42,0.58,10.71,candy,1,0,1,2,1
SYN-4286f97f,Synthetic instant meals 82,0.66,0.38,0.58,9.89,instant meals,2,0,1,7,1
SYN-a469be90,Synthetic dairy products 317,0.7,0.46,0.51,10.26,dairy products,1,0,1,2,1
REAL-e6ed0e62,pastry w. fruit-00106385,0.39,0.265,0.165,5.565,confectionery,1,0,1,1,1
REAL-a7bb524f,vegetables-00109095,0.39,0.25,0.26,9.3,vegetables,1,0,1,1,1
SYN-074640b9,Synthetic confectionery 209,0.78,0.53,0.49,21.26,confectionery,3,1,0,2,1
SYN-8efdb9c0,Synthetic bakery products 287,0.78,0.53,0.53,21.44,bakery products,1,1,0,2,1
SYN-f2064952,Synthetic fruit 169,1.17,0.42,0.37,15.3,fruit,3,1,0,2,1
REAL-a61c89de,instant meal-00106401,0.56,0.17,0.2,4.71,instant meals,1,0,1,1,1
SYN-96622653,Synthetic red meat 90,1.18,0.4,0.4,16.08,red meat,1,0,1,10,1
REAL-9f9854d9,pastry w. fruit-00106354,0.56,0.23,0.24,7.37,confectionery,1,0,1,1,1
SYN-63691c85,Synthetic candy 164,0.77,0.42,0.34,5.98,candy,3,0,1,7,1
SYN-ce9be02d,Synthetic instant meals 148,1.11,0.36,0.47,8.98,instant meals,1,0,1,1,1
SYN-7fa3342f,Synthetic confectionery 229,0.74,0.5,0.42,20.64,confectionery,2,1,0,4,1
SYN-deb59857,Synthetic confectionery 93,0.78,0.54,0.54,21.46,confectionery,1,1,0,5,1
SYN-5cc4480c,Synthetic candy 70,1.08,0.54,0.48,18.53,candy,3,0,1,10,1
SYN-8949aa8d,Synthetic confectionery 124,1.08,0.42,0.43,12.15,confectionery,1,1,0,10,1
SYN-4d902f41,Synthetic dairy products 97,0.75,0.5,0.36,10.73,dairy products,1,0,1,7,1
SYN-bfafe0c0,Synthetic ice cream 144,0.78,0.53,0.53,21.46,ice cream,3,1,0,3,1
REAL-94ee73d7,side dish-00109693,0.4,0.3,0.24,10.55,side dish,1,0,1,1,1
SYN-ba480a40,Synthetic potatoe products 98,1.17,0.49,0.62,17.31,potatoe products,3,0,1,9,1
SYN-434a900d,Synthetic instant meals 239,1.15,0.31,0.46,13.76,instant meals,1,0,0,1,1
SYN-fde273e8,Synthetic instant meals 69,1.08,0.42,0.26,4.46,instant meals,1,0,1,9,1
SYN-3de01023,Synthetic bakery products 24,1.18,0.79,0.31,18.01,bakery products,3,1,0,7,1
SYN-eed9d0a5,Synthetic bakery products 38,1.09,0.55,0.2,16.48,bakery products,1,1,0,10,1
SYN-ff88c659,Synthetic bakery products 145,0.58,0.42,0.4,11.58,bakery products,3,1,0,7,1
SYN-8e4eb098,Synthetic ice cream 123,1.18,0.76,0.21,27.79,ice cream,3,1,0,1,1
SYN-cbc47cfa,Synthetic pizza 183,1.18,0.79,0.56,12.42,pizza,3,0,1,6,1
SYN-cea408fb,Synthetic bakery products 68,0.75,0.47,0.34,8.5,bakery products,1,1,0,7,1
SYN-11ed5d31,Synthetic bakery products 199,0.89,0.26,0.4,9.04,bakery products,3,1,0,2,1
REAL-9f44d177,leg of lamb-00107511,0.55,0.2,0.22,5.52,red meat,1,0,1,1,1
SYN-5658e78a,Synthetic side dish 220,0.78,0.53,0.51,21.47,side dish,2,0,1,10,1
SYN-a651f4ab,Synthetic potatoe products 318,0.78,0.53,0.5,21.5,potatoe products,2,0,0,5,1
SYN-985d8824,Synthetic ice cream 196,0.78,0.33,0.33,15.15,ice cream,3,1,0,6,1
SYN-47e184b9,Synthetic confectionery 126,0.58,0.42,0.4,11.64,confectionery,3,1,0,7,1
SYN-5c2a25c8,Synthetic ice 147,1.09,0.57,0.21,16.83,ice,2,0,1,2,1
REAL-f0b37ae3,focaccia-00110062,0.33,0.21,0.29,5.96,snack,1,0,1,1,1
SYN-a8f5672f,Synthetic ice cream 87,0.78,0.56,0.54,21.19,ice cream,1,1,0,8,1
REAL-d0ae5629,fruit-00111831,0.39,0.27,0.27,10.65,fruit,1,0,1,1,1
REAL-033e8055,pastry w. fruit-00106355,0.4,0.39,0.185,5.618,confectionery,1,0,1,1,1
REAL-699c2d40,side dish-00108074,0.47,0.28,0.16,5.1,side dish,1,0,1,1,1
REAL-0ddc00cf,fries-00108022,0.4,0.29,0.26,5.088,potatoe products,1,0,1,1,1
REAL-0a93fdfa,cake-00103363,0.33,0.19,0.29,4.91,confectionery,1,0,1,1,1
SYN-f547de19,Synthetic bakery products 303,0.77,0.7,0.41,11.75,bakery products,2,1,0,4,1
SYN-c6f231e6,Synthetic instant meals 184,0.51,0.36,0.53,5.14,instant meals,1,0,1,2,1
SYN-35a25259,Synthetic confectionery 204,1.17,0.4,0.42,14.86,confectionery,3,1,0,1,1
SYN-cfc12c2c,Synthetic snack 284,1.17,0.54,0.57,8.73,snack,1,0,1,3,1
SYN-9ecbc108,Synthetic instant meals 212,0.78,0.52,0.33,15.35,instant meals,3,0,1,8,1
SYN-f92d09e2,Synthetic fruit 283,0.76,0.5,0.74,25.62,fruit,2,1,0,4,1
SYN-4e83093d,Synthetic ice cream 130,0.8,0.59,0.48,20.19,ice cream,1,1,0,9,1
SYN-bd421b49,Synthetic confectionery 39,1.07,0.54,0.48,17.46,confectionery,3,1,0,8,1
SYN-38f0793f,Synthetic bakery products 12,0.7,0.4,0.52,8.42,bakery products,1,1,0,10,1
REAL-61f21b67,roll-00106673,0.53,0.27,0.22,8.04,bakery products,1,0,1,1,1
SYN-0c441529,Synthetic fish 186,1.17,0.53,0.55,11.96,fish,2,0,1,5,1
SYN-146a98d3,Synthetic confectionery 223,0.96,0.35,0.49,9.05,confectionery,3,1,0,2,1
SYN-2136acab,Synthetic ice cream 113,0.67,0.55,0.26,2.99,ice cream,1,1,0,10,1
SYN-d1607b4b,Synthetic snack 180,1.14,0.43,0.36,16.89,snack,3,0,0,9,1
REAL-50bea9ee,plaice-00104334,0.4,0.16,0.16,7.67,fish,1,0,1,1,1
SYN-5d07060e,Synthetic fruit 300,0.7,0.4,0.53,8.8,fruit,3,1,0,1,1
SYN-93eccdab,Synthetic confectionery 118,0.62,0.4,0.39,12.46,confectionery,2,1,0,10,1
REAL-9a444d8a,turkey breast-00106124,0.33,0.2,0.28,5.25,poultry,1,0,1,1,1
SYN-d871f746,Synthetic bakery products 278,1.17,0.4,0.4,16.09,bakery products,3,1,0,7,1
REAL-224576b1,donut-00110913,0.4,0.26,0.26,7.99,confectionery,1,0,1,1,1
SYN-b25478fc,Synthetic seafood 288,1.08,0.54,0.51,19.34,seafood,2,0,1,1,1
REAL-2eae511f,ice cream in tub-00110711,0.5,0.23,0.22,4.43,ice cream,1,0,1,1,1
SYN-bc126e21,Synthetic candy 165,1.04,0.36,0.34,12.97,candy,3,0,1,9,1
SYN-9acc0e1f,Synthetic ice cream 254,1.11,0.5,0.44,15.18,ice cream,3,1,0,5,1
SYN-03fc0068,Synthetic bakery products 137,0.78,0.55,0.47,22.49,bakery products,2,1,0,6,1
SYN-5ddb4ad7,Synthetic confectionery 155,1.09,0.56,0.2,16.57,confectionery,3,1,0,7,1
SYN-f98245f1,Synthetic vegetables 200,1.19,0.41,0.39,12.79,vegetables,2,1,0,1,1
SYN-b84c7e4d,Synthetic bakery products 198,0.75,0.5,0.74,25.52,bakery products,3,1,0,7,1
REAL-c648330d,popsicle-00104677,0.28,0.21,0.26,2.94,ice cream,1,0,1,1,1
SYN-1525b906,Synthetic potatoe products 3,1.0,0.47,0.5,8.08,potatoe products,2,0,1,4,1
SYN-2c695765,Synthetic dairy products 205,1.1,0.35,0.42,9.24,dairy products,3,0,1,7,1
SYN-c1c7541e,Synthetic vegetables 116,0.79,0.53,0.55,20.91,vegetables,1,1,0,10,1
SYN-9beb0ed5,Synthetic confectionery 235,1.18,0.54,0.6,9.54,confectionery,1,1,0,8,1
SYN-d1c86f1b,Synthetic confectionery 238,0.79,0.58,0.48,25.44,confectionery,2,1,0,8,1
SYN-99f51726,Synthetic confectionery 27,0.78,0.79,0.36,11.15,confectionery,3,1,0,1,1
SYN-d3946408,Synthetic confectionery 121,0.78,0.32,0.33,14.88,confectionery,1,1,0,5,1
REAL-ca027453,burger-00102167,0.39,0.27,0.27,10.65,instant meals,1,0,1,1,1
SYN-23f48b5d,Synthetic confectionery 225,1.18,0.4,0.4,16.14,confectionery,2,1,0,3,1
REAL-7e04406b,poppy-00108131,0.4,0.3,0.2,2.16,herbs/spice,1,0,1,1,1
REAL-eeccc985,cheese-00111777,0.57,0.15,0.23,7.12,dairy products,1,0,1,1,1
REAL-f0fa91b0,vegetables-00109095,0.39,0.25,0.26,9.3,vegetables,1,0,1,1,1
REAL-bb1cdb03,pastry w. vanilla stuffing-00109712,0.59,0.19,0.22,7.1,confectionery,1,0,1,1,1
SYN-d696c843,Synthetic bakery products 128,0.67,0.42,0.58,10.68,bakery products,2,1,0,9,1
SYN-faec002d,Synthetic instant meals 75,1.17,0.79,0.28,17.38,instant meals,3,0,1,9,1
REAL-957357a4,biscuits-00109865,0.53,0.33,0.14,7.34,confectionery,1,0,1,1,1
SYN-5e9d219c,Synthetic confectionery 30,0.51,0.39,0.54,5.59,confectionery,1,1,0,7,1
SYN-93ea78f7,Synthetic bakery products 84,0.8,0.55,0.48,20.5,bakery products,2,1,0,8,1
REAL-65827b57,snack-00108827,0.24,0.19,0.19,2.7,snack,1,0,1,1,1
SYN-e6299a67,Synthetic bakery products 108,1.17,0.4,0.4,16.24,bakery products,2,1,0,5,1
SYN-daba1ea6,Synthetic bakery products 250,1.08,0.44,0.43,13.4,bakery products,2,1,0,9,1
SYN-583e926c,Synthetic confectionery 297,0.78,0.79,0.35,12.29,confectionery,3,1,0,10,1
SYN-4f8d8c4c,Synthetic instant meals 134,0.78,0.54,0.52,21.47,instant meals,1,0,1,8,1
SYN-2f0a711e,Synthetic ice cream 245,1.16,0.78,0.49,21.41,ice cream,2,1,0,1,1
SYN-11dc6de5,Synthetic ice cream 185,0.63,0.46,0.15,8.29,ice cream,1,1,0,7,1
SYN-55028c80,Synthetic fish 291,0.69,0.4,0.54,9.67,fish,3,0,1,7,1
SYN-bb02b7eb,Synthetic confectionery 45,0.75,0.41,0.41,5.07,confectionery,1,1,0,9,1
REAL-cebabee6,squid-00105972,0.35,0.2,0.26,4.25,seafood,1,0,1,1,1
SYN-9d6e4f23,Synthetic ice cream 66,1.05,0.61,0.23,15.32,ice cream,2,1,0,9,1
SYN-2f0e0318,Synthetic confectionery 86,1.02,0.34,0.34,11.89,confectionery,2,1,0,3,1
SYN-4dfb592c,Synthetic bakery products 243,1.18,0.4,0.4,16.11,bakery products,2,1,0,3,1
SYN-2518ea45,Synthetic confectionery 187,0.78,0.54,0.51,21.42,confectionery,1,1,0,2,1
SYN-1e9e46fe,Synthetic vegetables 160,0.66,0.22,0.47,3.09,vegetables,2,1,0,3,0
SYN-fe905dbe,Synthetic ice cream 13,0.51,0.32,0.53,4.76,ice cream,3,1,0,8,1
SYN-4dfdbd75,Synthetic confectionery 36,1.08,0.54,0.51,19.25,confectionery,1,1,0,7,1
SYN-c83370b9,Synthetic fish 29,0.67,0.42,0.58,10.73,fish,3,0,1,8,1
SYN-fb6b141e,Synthetic confectionery 171,1.18,0.78,0.48,12.48,confectionery,3,1,0,6,1
SYN-5be26bf0,Synthetic fruit 143,0.66,0.4,0.58,10.35,fruit,2,1,0,2,1
