id,name,length,width,height,weight,category,priority,fragility,stackable,access_freq,can_rotate
SYN-100926ec,Synthetic confectionery 258,0.58,0.42,0.44,10.95,confectionery,3,1,0,7,1
SYN-80af8aa5,Synthetic confectionery 193,0.58,0.42,0.45,10.92,confectionery,2,1,0,5,1
SYN-eecbb059,Synthetic confectionery 454,0.78,0.33,0.34,15.03,confectionery,1,1,0,3,1
SYN-af0db524,Synthetic vegetables 133,1.16,0.38,0.37,10.58,vegetables,3,1,0,7,1
REAL-bdc6963a,vegetables-00111690,0.4,0.3,0.1,3.8,vegetables,1,0,1,1,1
SYN-be0346a0,Synthetic candy 442,1.0,0.27,0.42,10.84,candy,1,0,1,9,1
SYN-33831d49,Synthetic poultry 276,1.01,0.47,0.51,7.97,poultry,1,0,0,10,1
SYN-3c87093b,Synthetic poultry 365,0.76,0.53,0.68,23.25,poultry,1,0,1,2,1
SYN-39e5201f,Synthetic confectionery 30,0.51,0.39,0.54,5.59,confectionery,1,1,0,7,1
REAL-a52bedfa,ciabatta-00103106,0.388,0.388,0.171,6.0,bakery products,1,0,1,1,1
REAL-49cf3cb9,muffin-00101974,0.38,0.17,0.17,7.3,candy,1,0,1,1,1
SYN-ecea27f6,Synthetic potatoe products 25,1.11,0.35,0.41,9.05,potatoe products,3,0,1,6,1
SYN-143a3493,Synthetic pizza 183,1.18,0.79,0.56,12.42,pizza,3,0,1,6,1
SYN-61bf4b73,Synthetic red meat 474,0.78,0.59,0.34,10.56,red meat,1,0,0,9,1
SYN-3962cad6,Synthetic bakery products 105,1.19,0.79,0.56,12.95,bakery products,3,1,0,6,1
SYN-a9e6b57a,Synthetic vegetables 64,1.18,0.78,0.33,17.12,vegetables,3,1,0,4,1
REAL-d92c11e6,soup-00107893,0.59,0.19,0.22,7.1,side dish,1,0,1,1,1
SYN-5ca42714,Synthetic fish 246,1.11,0.46,0.44,13.85,fish,1,0,1,6,1
SYN-812140ab,Synthetic potatoe products 249,1.12,0.46,0.46,14.51,potatoe products,1,0,1,5,1
SYN-b86b1833,Synthetic bakery products 102,0.97,0.53,0.52,18.52,bakery products,3,1,0,5,1
REAL-ed2f85e5,brioche-00110567,0.395,0.195,0.3,7.42,confectionery,1,0,1,1,1
REAL-51484810,frozen yoghurt-00104003,0.46,0.16,0.24,4.37,dairy products,1,0,1,1,1
SYN-bf3f44e8,Synthetic fish 357,0.79,0.6,0.67,15.54,fish,3,0,0,10,1
SYN-6864db9a,Synthetic bakery products 210,1.17,0.79,0.51,14.29,bakery products,3,1,0,3,1
SYN-d3375a61,Synthetic candy 166,0.78,0.53,0.54,21.52,candy,3,0,1,5,1
SYN-2066b7ea,Synthetic bakery products 138,0.66,0.41,0.58,10.67,bakery products,2,1,0,10,1
SYN-7e4db545,Synthetic ice cream 196,0.78,0.33,0.33,15.15,ice cream,3,1,0,6,1
SYN-1cfdc95c,Synthetic fish 77,1.18,0.39,0.43,14.03,fish,2,0,1,4,1
SYN-3946a84f,Synthetic candy 177,1.18,0.78,0.56,12.77,candy,1,0,0,6,1
SYN-387253f1,Synthetic poultry 330,1.14,0.37,0.4,10.69,poultry,3,0,1,7,1
REAL-c26b5ee2,cake-00104249,0.35,0.2,0.26,4.25,confectionery,1,0,1,1,1
REAL-1c964230,side dish-00111704,0.39,0.2,0.21,3.6,side dish,1,0,1,1,1
SYN-4dcead0a,Synthetic candy 71,1.18,0.79,0.54,12.76,candy,1,0,1,3,1
REAL-9757ffb4,pizza roll-00112512,0.285,0.285,0.205,5.2,pizza,1,0,1,1,1
REAL-ce90bd1a,instant meal-00109896,0.33,0.21,0.29,5.25,instant meals,1,0,1,1,1
SYN-22753a16,Synthetic instant meals 82,0.66,0.38,0.58,9.89,instant meals,2,0,1,7,1
SYN-ab1de1ca,Synthetic dairy products 317,0.7,0.46,0.51,10.26,dairy products,1,0,1,2,1
SYN-83e16197,Synthetic bakery products 305,1.09,0.64,0.23,15.37,bakery products,3,1,0,9,1
SYN-3618c853,Synthetic poultry 7,0.59,0.42,0.45,10.92,poultry,2,0,1,10,1
SYN-3b667067,Synthetic poultry 424,0.79,0.4,0.55,16.61,poultry,3,0,1,5,1
SYN-93850a68,Synthetic instant meals 375,0.85,0.67,0.38,15.37,instant meals,1,0,1,2,1
SYN-b41c2ab7,Synthetic red meat 430,0.79,0.52,0.55,19.76,red meat,1,0,1,2,1
REAL-092224ba,pastry w. fruit-00106354,0.56,0.23,0.24,7.37,confectionery,1,0,1,1,1
SYN-f543cf28,Synthetic vegetables 313,1.08,0.54,0.51,19.3,vegetables,3,1,0,1,1
SYN-fb4bb921,Synthetic instant meals 239,1.15,0.31,0.46,13.76,instant meals,1,0,0,1,1
REAL-34791ae8,lamb fillet-00107515,0.4,0.2,0.27,8.25,red meat,1,0,1,1,1
SYN-d0a2bf7a,Synthetic seafood 433,1.14,0.37,0.35,9.89,seafood,1,0,1,1,1
SYN-f5bd86e0,Synthetic bakery products 287,0.78,0.53,0.53,21.44,bakery products,1,1,0,2,1
SYN-c3c14c7f,Synthetic potatoe products 427,1.1,0.35,0.42,9.16,potatoe products,1,0,1,6,1
REAL-d71fe28d,fries-00112620,0.39,0.27,0.25,10.65,potatoe products,1,0,1,1,1
SYN-abfa259d,Synthetic confectionery 362,1.11,0.35,0.47,8.91,confectionery,1,1,0,1,1
SYN-979b7951,Synthetic seafood 74,1.09,0.55,0.22,16.23,seafood,3,0,1,9,1
SYN-eb411079,Synthetic confectionery 40,1.17,0.78,0.39,9.62,confectionery,3,1,0,2,1
SYN-feb877e0,Synthetic side dish 156,0.74,0.51,0.64,14.01,side dish,2,0,1,4,1
SYN-0e96d488,Synthetic potatoe products 219,0.58,0.2,0.53,2.07,potatoe products,3,0,1,9,0
SYN-baabf8a3,Synthetic bakery products 371,0.78,0.59,0.35,7.32,bakery products,1,1,0,5,1
SYN-5f20f158,Synthetic confectionery 211,1.16,0.42,0.36,15.34,confectionery,1,1,0,2,1
SYN-bc46e041,Synthetic confectionery 236,0.78,0.6,0.33,9.39,confectionery,3,1,0,6,1
REAL-df3fe3f4,popsicles multipack-00100469,0.4,0.26,0.29,9.45,ice cream,1,0,1,1,1
SYN-49566f4f,Synthetic snack 61,0.66,0.42,0.58,10.71,snack,2,0,1,3,1
SYN-b23d9715,Synthetic ice 301,0.8,0.6,0.3,5.18,ice,2,0,1,6,1
SYN-51e38f8d,Synthetic ice cream 260,0.78,0.54,0.54,21.46,ice cream,3,1,0,1,1
SYN-9d8328ee,Synthetic confectionery 281,1.1,0.5,0.27,17.56,confectionery,2,1,0,9,1
SYN-e3445a76,Synthetic confectionery 229,0.74,0.5,0.42,20.64,confectionery,2,1,0,4,1
SYN-b27f9710,Synthetic bakery products 12,0.7,0.4,0.52,8.42,bakery products,1,1,0,10,1
SYN-3d3dd888,Synthetic pizza 413,1.08,0.55,0.51,21.17,pizza,2,0,1,9,1
SYN-d53e4753,Synthetic bakery products 84,0.8,0.55,0.48,20.5,bakery products,2,1,0,8,1
SYN-bf339dbf,Synthetic vegetables 91,1.18,0.78,0.51,14.1,vegetables,1,1,0,8,1
SYN-2fa9a49d,Synthetic confectionery 209,0.78,0.53,0.49,21.26,confectionery,3,1,0,2,1
REAL-b60d05ec,cheese-00111777,0.57,0.15,0.23,7.12,dairy products,1,0,1,1,1
SYN-f197ec8f,Synthetic confectionery 336,0.69,0.4,0.54,9.11,confectionery,3,1,0,7,1
SYN-7038e0de,Synthetic ice cream 80,0.8,0.59,0.48,21.03,ice cream,2,1,0,9,1
SYN-145f3bca,Synthetic confectionery 435,0.8,0.59,0.49,19.65,confectionery,3,1,0,3,1
SYN-e8ce4ef7,Synthetic confectionery 141,1.18,0.8,0.56,13.67,confectionery,3,1,0,8,1
SYN-808be8b4,Synthetic confectionery 282,1.18,0.79,0.55,12.94,confectionery,2,1,0,4,1
SYN-934c6566,Synthetic plant-based products 269,1.06,0.54,0.43,16.68,plant-based products,3,0,1,7,1
SYN-514db5cb,Synthetic pizza 415,1.08,0.54,0.51,19.38,pizza,1,0,1,8,1
SYN-5d7d2d5c,Synthetic vegetables 200,1.19,0.41,0.39,12.79,vegetables,2,1,0,1,1
SYN-fa703b31,Synthetic bakery products 465,0.8,0.59,0.5,19.85,bakery products,1,1,0,10,1
REAL-b2fc7530,dessert-00102527,0.4,0.3,0.24,9.59,candy,1,0,1,1,1
REAL-8eed8136,pizza Margherita-00106036,0.37,0.2,0.27,7.85,pizza,1,0,1,1,1
SYN-5e5d6cc3,Synthetic confectionery 372,0.78,0.4,0.49,9.8,confectionery,2,1,0,1,1
SYN-24ed890a,Synthetic instant meals 400,0.8,0.59,0.48,19.63,instant meals,1,0,1,2,1
SYN-aef1d587,Synthetic bakery products 341,0.66,0.42,0.58,10.64,bakery products,1,1,0,7,1
SYN-d6539f3c,Synthetic ice cream 149,0.67,0.41,0.58,10.64,ice cream,1,1,0,4,1
REAL-babbf55a,cake-00103363,0.33,0.19,0.29,4.91,confectionery,1,0,1,1,1
SYN-4055aef8,Synthetic herbs/spice 440,0.81,0.59,0.48,19.64,herbs/spice,1,0,1,8,1
SYN-29774f7d,Synthetic red meat 146,1.09,0.55,0.51,19.44,red meat,2,0,1,9,1
SYN-fbc34ecc,Synthetic pizza 10,1.17,0.78,0.41,10.52,pizza,3,0,1,4,1
SYN-1e737a66,Synthetic pizza 376,0.8,0.59,0.48,19.69,pizza,3,0,1,7,1
REAL-e2594b06,dessert-00110393,0.39,0.29,0.32,7.63,candy,1,0,1,1,1
SYN-eea3532f,Synthetic bakery products 189,1.05,0.77,0.3,15.53,bakery products,3,1,0,7,1
SYN-07bf9957,Synthetic confectionery 132,0.79,0.52,0.55,20.12,confectionery,3,1,0,10,1
REAL-51f2f6b6,fruit-00105433,0.38,0.3,0.17,5.72,fruit,1,0,1,1,1
SYN-8d57ad1d,Synthetic confectionery 299,1.18,0.4,0.41,13.96,confectionery,3,1,0,4,1
REAL-65030bf9,ice cream-00105168,0.4,0.3,0.16,5.342,ice cream,1,0,1,1,1
SYN-d2b1ebf0,Synthetic dairy products 447,0.51,0.38,0.53,5.08,dairy products,2,0,1,4,1
SYN-a9960861,Synthetic fish 85,1.1,0.46,0.5,19.67,fish,1,0,1,10,1
REAL-19df68a5,croissant with sweet stuffing-00101311,0.55,0.22,0.31,7.9,confectionery,1,0,1,1,1
SYN-fef6658b,Synthetic confectionery 178,1.18,0.78,0.53,12.5,confectionery,2,1,0,1,1
SYN-594e7b71,Synthetic dairy products 154,0.58,0.42,0.45,10.92,dairy products,2,0,1,10,1
SYN-f5957620,Synthetic confectionery 453,1.08,0.43,0.44,11.13,confectionery,3,1,0,9,1
SYN-bf48329b,Synthetic fruit 197,1.19,0.4,0.35,11.61,fruit,1,1,0,3,1
SYN-dac4d016,Synthetic pizza 76,1.18,0.79,0.55,15.16,pizza,3,0,1,7,1
SYN-0a74fa80,Synthetic confectionery 93,0.78,0.54,0.54,21.46,confectionery,1,1,0,5,1
SYN-cf7468c3,Synthetic confectionery 297,0.78,0.79,0.35,12.29,confectionery,3,1,0,10,1
SYN-68ba0046,Synthetic instant meals 69,1.08,0.42,0.26,4.46,instant meals,1,0,1,9,1
SYN-c0e32db4,Synthetic pizza 16,1.11,0.46,0.47,14.76,pizza,3,0,1,8,1
SYN-f2aa0e44,Synthetic dairy products 205,1.1,0.35,0.42,9.24,dairy products,3,0,1,7,1
SYN-09ea9e50,Synthetic side dish 159,0.91,0.53,0.47,16.67,side dish,2,0,1,3,1
SYN-df6a84d7,Synthetic egg products 89,1.18,0.79,0.29,17.29,egg products,3,0,1,2,1
REAL-f28001a8,side dish-00108074,0.47,0.28,0.16,5.1,side dish,1,0,1,1,1
SYN-b113558d,Synthetic confectionery 118,0.62,0.4,0.39,12.46,confectionery,2,1,0,10,1
SYN-acd30d52,Synthetic fruit 383,0.71,0.5,0.38,21.07,fruit,1,1,0,5,1
SYN-65360c80,Synthetic confectionery 406,1.14,0.46,0.47,14.7,confectionery,3,1,0,4,1
SYN-9605b209,Synthetic confectionery 34,0.8,0.59,0.5,19.46,confectionery,3,1,0,1,1
SYN-f596cfc0,Synthetic candy 1,1.12,0.48,0.43,15.21,candy,2,0,0,4,1
REAL-7330c25c,prezel stick-00107768,0.39,0.27,0.25,10.65,bakery products,1,0,1,1,1
REAL-b0ff843f,focaccia-00110062,0.33,0.21,0.29,5.96,snack,1,0,1,1,1
SYN-ca1534de,Synthetic side dish 354,0.66,0.41,0.58,10.69,side dish,2,0,1,7,1
SYN-89d93ff2,Synthetic herbs/spice 333,0.73,0.5,0.65,12.97,herbs/spice,2,0,1,7,1
REAL-3d0bdf23,sundae-00101205,0.53,0.26,0.15,4.24,ice cream,1,0,1,1,1
SYN-a0b6f887,Synthetic ice cream 245,1.16,0.78,0.49,21.41,ice cream,2,1,0,1,1
SYN-7f961a97,Synthetic poultry 23,1.17,0.4,0.42,15.05,poultry,3,0,1,3,1
SYN-c4433f2b,Synthetic confectionery 441,0.79,0.33,0.33,15.15,confectionery,2,1,0,5,1
SYN-1b9ac07d,Synthetic candy 117,0.67,0.41,0.58,10.74,candy,1,0,1,3,1
SYN-7f263f0c,Synthetic red meat 90,1.18,0.4,0.4,16.08,red meat,1,0,1,10,1
SYN-4e1c807c,Synthetic poultry 366,0.67,0.42,0.58,10.74,poultry,2,0,1,2,1
SYN-320a6d74,Synthetic instant meals 212,0.78,0.52,0.33,15.35,instant meals,3,0,1,8,1
SYN-bd71921c,Synthetic red meat 19,1.18,0.79,0.54,13.29,red meat,3,0,1,2,1
SYN-5b003dd8,Synthetic ice cream 408,1.1,0.53,0.26,16.49,ice cream,1,1,0,8,1
SYN-1f8ec55d,Synthetic ice cream 321,0.79,0.53,0.55,5.69,ice cream,2,1,0,5,1
SYN-8da7b446,Synthetic bakery products 145,0.58,0.42,0.4,11.58,bakery products,3,1,0,7,1
SYN-77ad1b37,Synthetic confectionery 290,1.18,0.79,0.55,13.35,confectionery,1,1,0,7,1
SYN-3f32d897,Synthetic pizza 275,1.14,0.3,0.46,13.67,pizza,1,0,1,10,1
REAL-a9251d49,prawn-00104129,0.295,0.215,0.26,5.088,seafood,1,0,1,1,1
SYN-92938ac7,Synthetic vegetables 361,0.78,0.79,0.33,12.26,vegetables,1,1,0,1,1
SYN-fdfff971,Synthetic bakery products 251,0.77,0.56,0.4,8.22,bakery products,3,1,0,4,1
SYN-044bc5d4,Synthetic seafood 288,1.08,0.54,0.51,19.34,seafood,2,0,1,1,1
REAL-f92d0a53,turkey breast-00106124,0.33,0.2,0.28,5.25,poultry,1,0,1,1,1
SYN-9fbac069,Synthetic bakery products 401,0.78,0.53,0.49,21.32,bakery products,2,1,0,4,1
SYN-369dbfd2,Synthetic ice cream 168,0.79,0.79,0.34,11.58,ice cream,2,1,0,9,1
SYN-ef498995,Synthetic bakery products 55,0.76,0.5,0.73,25.63,bakery products,3,1,0,7,1
REAL-8e92e67e,spelt bread roll-00103747,0.59,0.385,0.285,6.678,bakery products,1,0,1,1,1
SYN-72a8002b,Synthetic pizza 47,1.12,0.36,0.41,9.06,pizza,3,0,1,9,1
SYN-a80c9598,Synthetic ice cream 94,1.09,0.56,0.21,16.36,ice cream,3,1,0,4,1
SYN-b98c9d44,Synthetic meat 265,0.78,0.53,0.36,16.32,meat,2,0,1,6,1
SYN-75fd4693,Synthetic non-food products 109,0.79,0.56,0.53,8.37,non-food products,2,0,1,4,1
SYN-da072d83,Synthetic snack 273,0.71,0.4,0.52,8.82,snack,3,0,1,5,1
REAL-e6b06d04,muffin-00102065,0.59,0.26,0.29,4.362,candy,1,0,1,1,1
SYN-773d687a,Synthetic poultry 480,0.79,0.48,0.53,4.31,poultry,1,0,1,4,1
SYN-a9a24f3c,Synthetic confectionery 437,0.79,0.53,0.55,20.78,confectionery,3,1,0,5,1
SYN-80c4cb76,Synthetic vegetables 384,1.18,0.79,0.56,12.35,vegetables,1,1,0,7,1
SYN-b26a58c4,Synthetic seafood 381,1.14,0.3,0.46,13.85,seafood,1,0,1,3,1
SYN-447cb0c5,Synthetic confectionery 463,0.83,0.67,0.38,14.16,confectionery,2,1,0,7,1
SYN-7b943484,Synthetic vegetables 395,0.76,0.53,0.38,7.73,vegetables,3,1,0,7,1
SYN-fcfabbdc,Synthetic fruit 266,1.15,0.32,0.46,14.04,fruit,1,1,0,3,1
REAL-d3cbae86,pastry w. vanilla stuffing-00112704,0.56,0.17,0.24,4.49,confectionery,1,0,1,1,1
REAL-613f5c9c,burger-00102167,0.39,0.27,0.27,10.65,instant meals,1,0,1,1,1
SYN-94d486d3,Synthetic candy 70,1.08,0.54,0.48,18.53,candy,3,0,1,10,1
SYN-a3341792,Synthetic instant meals 232,0.79,0.58,0.56,11.27,instant meals,1,0,1,4,1
SYN-896e142e,Synthetic vegetables 404,1.11,0.35,0.42,9.14,vegetables,3,1,0,3,1
SYN-a4dcfeee,Synthetic confectionery 279,0.66,0.42,0.58,10.64,confectionery,2,1,0,8,1
SYN-e87e6370,Synthetic potatoe products 473,0.78,0.53,0.49,21.19,potatoe products,1,0,0,9,1
SYN-e5dff9a4,Synthetic fruit 351,1.19,0.76,0.18,26.71,fruit,1,1,0,10,1
REAL-c413b503,bread roll-00106708,0.57,0.23,0.33,10.36,bakery products,1,0,1,1,1
SYN-53984134,Synthetic confectionery 150,0.79,0.56,0.5,21.04,confectionery,1,1,0,10,1
SYN-ec3ad63c,Synthetic pizza 125,0.36,0.29,0.4,8.12,pizza,1,0,1,8,1
SYN-0e1d891b,Synthetic ice cream 429,1.18,0.54,0.59,9.17,ice cream,3,1,0,5,1
SYN-ff69787d,Synthetic confectionery 466,0.77,0.58,0.24,10.19,confectionery,3,1,0,1,1
SYN-ebf7b733,Synthetic fish 186,1.17,0.53,0.55,11.96,fish,2,0,1,5,1
SYN-4219b01f,Synthetic pizza 228,0.78,0.33,0.33,15.13,pizza,1,0,1,10,1
SYN-b84446ce,Synthetic potatoe products 292,0.57,0.41,0.4,11.46,potatoe products,3,0,1,8,1
SYN-827982eb,Synthetic dairy products 248,1.16,0.78,0.36,18.66,dairy products,3,0,1,8,1
SYN-1a35e7c4,Synthetic fish 291,0.69,0.4,0.54,9.67,fish,3,0,1,7,1
SYN-1104c22a,Synthetic bakery products 250,1.08,0.44,0.43,13.4,bakery products,2,1,0,9,1
SYN-44d6deb6,Synthetic pizza 444,0.77,0.57,0.46,10.0,pizza,1,0,1,2,1
REAL-cdd44f57,vegetables-00109095,0.39,0.25,0.26,9.3,vegetables,1,0,1,1,1
REAL-74134955,popsicle-00104677,0.28,0.21,0.26,2.94,ice cream,1,0,1,1,1
REAL-c877d057,bread roll-00108647,0.6,0.39,0.19,11.872,bakery products,1,0,1,1,1
SYN-eab83fa5,Synthetic seafood 115,0.8,0.59,0.3,5.4,seafood,2,0,1,5,1
SYN-c9e4dc07,Synthetic confectionery 204,1.17,0.4,0.42,14.86,confectionery,3,1,0,1,1
SYN-84dfeefc,Synthetic herbs/spice 142,1.17,0.79,0.54,17.74,herbs/spice,3,0,1,3,1
SYN-5ffe2a3b,Synthetic confectionery 339,0.55,0.54,0.56,7.43,confectionery,3,1,0,7,1
SYN-e8f85434,Synthetic seafood 8,0.67,0.38,0.58,9.88,seafood,1,0,1,2,1
REAL-497cdb59,instant meal-00109896,0.33,0.21,0.29,5.25,instant meals,1,0,1,1,1
SYN-237802d0,Synthetic confectionery 20,0.67,0.39,0.58,10.25,confectionery,1,1,0,9,1
SYN-edea35a0,Synthetic confectionery 173,1.08,0.54,0.51,19.38,confectionery,1,1,0,10,1
SYN-83b09d3d,Synthetic snack 452,0.79,0.51,0.55,19.18,snack,2,0,1,9,1
SYN-0e45f954,Synthetic seafood 57,1.17,0.79,0.53,19.49,seafood,3,0,1,4,1
SYN-ef286695,Synthetic vegetables 302,1.18,0.38,0.32,11.04,vegetables,3,1,0,5,1
SYN-27ef707b,Synthetic dairy products 337,0.98,0.65,0.28,14.83,dairy products,2,0,1,8,1
SYN-b0706441,Synthetic confectionery 451,0.74,0.62,0.38,22.78,confectionery,1,1,0,1,1
SYN-0b12be21,Synthetic confectionery 323,0.97,0.45,0.43,6.54,confectionery,3,1,0,9,1
SYN-cb399c3e,Synthetic ice cream 311,0.87,0.41,0.49,9.01,ice cream,2,1,0,8,1
SYN-107ecde8,Synthetic instant meals 50,0.61,0.42,0.52,10.55,instant meals,1,0,1,2,1
SYN-3d4afbf9,Synthetic candy 345,0.7,0.4,0.52,8.53,candy,2,0,1,1,1
SYN-635e039e,Synthetic bakery products 26,0.79,0.52,0.56,19.99,bakery products,1,1,0,6,1
SYN-6742d933,Synthetic ice cream 443,0.76,0.47,0.48,21.24,ice cream,3,1,0,4,1
SYN-ba155192,Synthetic confectionery 221,1.09,0.54,0.51,19.47,confectionery,1,1,0,9,1
REAL-706fc38e,burger-00102167,0.39,0.27,0.27,10.65,instant meals,1,0,1,1,1
REAL-d577ec56,croissant with piquant stuffing-00109718,0.59,0.2,0.2,8.25,snack,1,0,1,1,1
SYN-38829c47,Synthetic candy 43,0.79,0.52,0.32,15.59,candy,2,0,1,7,1
SYN-b854c224,Synthetic confectionery 417,0.78,0.57,0.53,10.03,confectionery,1,1,0,4,1
SYN-67146a82,Synthetic candy 262,1.17,0.4,0.4,16.11,candy,1,0,1,1,1
SYN-33d25e6b,Synthetic vegetables 409,0.78,0.58,0.39,10.12,vegetables,3,1,0,6,1
SYN-5ac213da,Synthetic bakery products 278,1.17,0.4,0.4,16.09,bakery products,3,1,0,7,1
REAL-b046212d,popsicle-00108872,0.53,0.21,0.21,6.45,ice cream,1,0,1,1,1
SYN-e477ebdd,Synthetic confectionery 382,0.5,0.32,0.54,4.77,confectionery,1,1,0,6,1
SYN-5d80a54a,Synthetic confectionery 412,0.66,0.38,0.58,9.82,confectionery,3,1,0,3,1
SYN-2a8783e0,Synthetic confectionery 155,1.09,0.56,0.2,16.57,confectionery,3,1,0,7,1
SYN-6340fab0,Synthetic instant meals 127,0.98,0.78,0.32,16.09,instant meals,2,0,1,2,1
SYN-458a55c0,Synthetic bakery products 310,0.8,0.58,0.48,19.81,bakery products,2,1,0,2,1
REAL-adfd55e5,cake-00103363,0.33,0.19,0.29,4.91,confectionery,1,0,1,1,1
SYN-a5736c44,Synthetic bakery products 446,0.76,0.42,0.43,5.38,bakery products,3,1,0,10,1
SYN-f0fbac1c,Synthetic pizza 175,0.78,0.53,0.53,21.49,pizza,1,0,1,6,1
SYN-4323cce3,Synthetic bakery products 32,0.57,0.41,0.4,11.51,bakery products,1,1,0,9,1
SYN-b0508a7b,Synthetic poultry 114,1.17,0.4,0.41,15.9,poultry,1,0,1,4,1
SYN-f66d3425,Synthetic bakery products 24,1.18,0.79,0.31,18.01,bakery products,3,1,0,7,1
SYN-e279c6c9,Synthetic bakery products 174,0.79,0.51,0.55,5.28,bakery products,1,1,0,10,1
REAL-62a3fe7c,cake-00102447,0.39,0.23,0.2,7.75,confectionery,1,0,1,1,1
SYN-3685076c,Synthetic potatoe products 67,1.04,0.52,0.28,7.87,potatoe products,3,0,1,10,1
SYN-8d57558f,Synthetic ice cream 58,1.07,0.42,0.43,12.4,ice cream,1,1,0,8,1
SYN-1b8de34b,Synthetic bakery products 322,1.09,0.67,0.26,14.78,bakery products,2,1,0,4,1
SYN-4d79b44b,Synthetic confectionery 223,0.96,0.35,0.49,9.05,confectionery,3,1,0,2,1
SYN-3825f7da,Synthetic ice cream 18,0.66,0.41,0.58,10.72,ice cream,2,1,0,1,1
SYN-3699e7c3,Synthetic fruit 300,0.7,0.4,0.53,8.8,fruit,3,1,0,1,1
SYN-0087c58d,Synthetic candy 256,0.78,0.53,0.53,21.22,candy,3,0,1,7,1
SYN-8f11f30b,Synthetic red meat 306,0.78,0.53,0.49,21.27,red meat,2,0,1,1,1
REAL-f6fbff5a,snack-00104062,0.55,0.28,0.11,8.4,snack,1,0,1,1,1
SYN-99c9890b,Synthetic dairy products 191,0.76,0.49,0.59,16.75,dairy products,3,0,1,6,1
SYN-fb6debd0,Synthetic pizza 319,1.13,0.41,0.56,18.78,pizza,2,0,1,7,1
REAL-2c4a1288,squid-00105972,0.35,0.2,0.26,4.25,seafood,1,0,1,1,1
