scenario_id,item_l,item_w,item_h,weight,fragile,stackable,can_rotate,access_freq,priority,af_prio,wh_l,wh_w,wh_h,door_x,door_y,target_x,target_y,target_z,target_rot
0,0.4,0.2,0.21,2.93,1,0,1,6,2,12,2.0,2.0,8.8,0.0,0.0,1.350000023841858,1.4049999713897705,0.0,4
0,0.56,0.17,0.25,4.35,1,0,1,4,2,8,2.0,2.0,8.8,0.0,0.0,0.8350000381469727,1.7649999856948853,0.0,4
0,0.27,0.16,0.18,2.79,0,1,1,1,1,1,2.0,2.0,8.8,0.0,0.0,1.2599999904632568,0.559999942779541,0.0,4
0,0.38,0.19,0.09,3.61,0,1,1,9,2,18,2.0,2.0,8.8,0.0,0.0,0.5049999952316284,0.48499998450279236,0.0,5
0,0.56,0.23,0.24,7.33,0,1,1,2,2,4,2.0,2.0,8.8,0.0,0.0,1.2949999570846558,0.3499999940395355,0.0,4
0,0.59,0.2,0.22,8.54,0,1,1,8,1,8,2.0,2.0,8.8,0.0,0.0,0.10999999940395355,0.46000000834465027,0.0,5
0,0.53,0.21,0.22,6.67,1,0,1,8,2,16,2.0,2.0,8.8,0.0,0.0,1.4449999332427979,0.7100000381469727,0.0,4
0,0.38,0.3,0.11,6.01,0,1,1,2,3,6,2.0,2.0,8.8,0.0,0.0,1.4649999141693115,0.15000000596046448,0.0,5
0,0.59,0.39,0.12,5.33,0,1,1,8,3,24,2.0,2.0,8.8,0.0,0.0,0.8199999928474426,0.19499999284744263,0.0,5
0,0.53,0.32,0.15,8.39,1,0,1,1,3,3,2.0,2.0,8.8,0.0,0.0,1.6749999523162842,0.5249999761581421,0.0,2
0,0.6,0.4,0.33,7.58,1,0,1,8,2,16,2.0,2.0,8.8,0.0,0.0,0.9650000333786011,1.440000057220459,0.0,5
0,0.38,0.28,0.3,11.24,1,0,1,4,3,12,2.0,2.0,8.8,0.0,0.0,1.7100000381469727,0.3100000023841858,0.0,0
0,0.36,0.2,0.25,4.12,0,1,1,10,3,30,2.0,2.0,8.8,0.0,0.0,0.125,0.25999999046325684,0.0,5
0,0.27,0.24,0.16,4.08,0,1,1,3,1,3,2.0,2.0,8.8,0.0,0.0,0.7600000500679016,0.8199999928474426,0.0,4
0,0.43,0.35,0.19,7.58,1,0,1,2,3,6,2.0,2.0,8.8,0.0,0.0,0.6550000905990601,1.7649999856948853,0.0,5
0,0.34,0.2,0.29,5.52,1,0,1,6,3,18,2.0,2.0,8.8,0.0,0.0,1.3199999332427979,1.1999999284744263,0.0,0
0,0.55,0.27,0.27,10.28,0,1,1,4,1,4,2.0,2.0,8.8,0.0,0.0,1.0149999856948853,0.13500000536441803,0.0,4
0,0.39,0.27,0.3,10.44,0,1,1,1,1,1,2.0,2.0,8.8,0.0,0.0,0.4400000274181366,1.4049999713897705,0.0,5
0,0.46,0.16,0.24,4.49,0,1,1,10,1,10,2.0,2.0,8.8,0.0,0.0,0.11999999731779099,0.07999999821186066,0.0,5
0,0.58,0.19,0.23,7.31,1,0,1,5,3,15,2.0,2.0,8.8,0.0,0.0,1.4399999380111694,1.0049999952316284,0.0,0
0,0.56,0.23,0.24,7.31,0,1,1,9,2,18,2.0,2.0,8.8,0.0,0.0,0.3400000035762787,0.5049999952316284,0.0,5
0,0.43,0.35,0.19,7.66,0,1,1,4,1,4,2.0,2.0,8.8,0.0,0.0,0.875,0.5649999976158142,0.0,5
0,0.39,0.27,0.27,10.92,0,1,1,2,2,4,2.0,2.0,8.8,0.0,0.0,0.42500001192092896,1.1349999904632568,0.0,4
0,0.6,0.4,0.31,6.84,1,0,1,5,2,10,2.0,2.0,8.8,0.0,0.0,0.4050000011920929,1.7400000095367432,0.0,5
0,0.59,0.19,0.16,5.98,0,1,1,1,1,1,2.0,2.0,8.8,0.0,0.0,1.0499999523162842,0.6449999809265137,0.0,5
0,0.39,0.27,0.17,7.52,1,0,1,4,1,4,2.0,2.0,8.8,0.0,0.0,1.8149999380111694,0.08500003069639206,0.0,4
0,0.58,0.21,0.22,7.48,0,1,1,6,2,12,2.0,2.0,8.8,0.0,0.0,0.3199999928474426,0.8950000405311584,0.0,5
0,0.59,0.2,0.21,7.49,1,0,1,5,3,15,2.0,2.0,8.8,0.0,0.0,1.6549999713897705,0.7000000476837158,0.0,5
0,0.38,0.17,0.16,7.25,0,1,1,1,3,3,2.0,2.0,8.8,0.0,0.0,1.600000023841858,0.08500000089406967,0.0,5
0,0.59,0.4,0.21,11.22,1,0,1,9,3,27,2.0,2.0,8.8,0.0,0.0,0.6950000524520874,1.3900001049041748,0.0,5
0,0.56,0.23,0.23,7.28,0,1,1,4,3,12,2.0,2.0,8.8,0.0,0.0,1.2649999856948853,0.11500000208616257,0.0,4
0,0.36,0.2,0.26,4.15,1,0,1,6,3,18,2.0,2.0,8.8,0.0,0.0,0.10000000149011612,1.869999885559082,0.0,4
0,0.39,0.3,0.15,5.12,1,0,1,3,3,9,2.0,2.0,8.8,0.0,0.0,1.8350000381469727,0.75,0.0,5
0,0.6,0.39,0.3,8.94,0,1,1,8,1,8,2.0,2.0,8.8,0.0,0.0,0.4000000059604645,0.19499999284744263,0.0,5
0,0.55,0.21,0.23,5.6,0,1,1,8,2,16,2.0,2.0,8.8,0.0,0.0,0.6550000309944153,0.11500000208616257,0.0,4
0,0.39,0.27,0.27,10.97,1,0,1,9,2,18,2.0,2.0,8.8,0.0,0.0,1.0149999856948853,0.8749999403953552,0.0,4
0,0.34,0.2,0.29,5.47,0,1,1,4,3,12,2.0,2.0,8.8,0.0,0.0,0.14499999582767487,1.3300000429153442,0.0,5
1,0.6,0.4,0.31,7.51,1,0,1,4,2,8,2.0,2.0,6.7,0.3,2.0,1.6299999952316284,0.7150000333786011,0.0,4
1,0.54,0.27,0.29,10.01,1,0,1,10,2,20,2.0,2.0,6.7,0.3,2.0,1.4450000524520874,1.8650000095367432,0.0,5
1,0.29,0.21,0.2,5.92,0,1,1,6,2,12,2.0,2.0,6.7,0.3,2.0,1.1100000143051147,1.8949999809265137,0.0,5
1,0.51,0.23,0.22,4.99,0,1,1,2,1,2,2.0,2.0,6.7,0.3,2.0,0.11500000208616257,0.25,0.0,4
1,0.54,0.27,0.27,9.68,0,1,1,9,1,9,2.0,2.0,6.7,0.3,2.0,0.27000001072883606,1.6649999618530273,0.0,0
1,0.6,0.4,0.27,6.85,1,0,1,2,1,2,2.0,2.0,6.7,0.3,2.0,0.21211205422878265,1.8000000715255737,0.1899999976158142,5
1,0.59,0.39,0.2,5.75,0,1,1,9,2,18,2.0,2.0,6.7,0.3,2.0,0.27211204171180725,1.4286202192306519,0.0,4
1,0.27,0.26,0.09,2.91,0,1,1,2,1,2,2.0,2.0,6.7,0.3,2.0,0.4000000059604645,0.565000057220459,0.0,4
1,0.59,0.2,0.21,7.13,1,0,1,3,1,3,2.0,2.0,6.7,0.3,2.0,1.1349999904632568,0.5400000214576721,0.0,5
1,0.38,0.26,0.25,10.72,0,1,1,1,3,3,2.0,2.0,6.7,0.3,2.0,0.6449999809265137,0.25,0.0,3
1,0.39,0.27,0.17,7.41,0,1,1,7,1,7,2.0,2.0,6.7,0.3,2.0,0.5521120429039001,1.2549999952316284,0.0,5
1,0.39,0.3,0.25,4.88,0,1,1,2,2,4,2.0,2.0,6.7,0.3,2.0,0.39500001072883606,0.2549999952316284,0.0,3
1,0.51,0.23,0.22,5.14,0,1,1,5,1,5,2.0,2.0,6.7,0.3,2.0,0.7471120357513428,1.1050000190734863,0.0,5
1,0.56,0.19,0.27,9.73,0,1,1,4,2,8,2.0,2.0,6.7,0.3,2.0,0.2800000011920929,0.7250000238418579,0.0,0
1,0.6,0.4,0.31,7.36,1,0,1,8,3,24,2.0,2.0,6.7,0.3,2.0,1.6299999952316284,1.024999976158142,0.0,4
1,0.3,0.21,0.22,5.56,0,1,1,9,3,27,2.0,2.0,6.7,0.3,2.0,0.9000000357627869,1.8949999809265137,0.0,5
1,0.27,0.16,0.17,2.49,1,0,1,10,2,20,2.0,2.0,6.7,0.3,2.0,1.190000057220459,0.73499995470047,0.0,4
1,0.56,0.21,0.19,8.95,0,1,1,8,1,8,2.0,2.0,6.7,0.3,2.0,0.6950000524520874,1.8949999809265137,0.0,5
1,0.6,0.4,0.31,6.86,0,1,1,8,2,16,2.0,2.0,6.7,0.3,2.0,0.6950000524520874,1.590000033378601,0.0,5
1,0.4,0.27,0.24,10.54,0,1,1,1,2,2,2.0,2.0,6.7,0.3,2.0,1.149999976158142,0.23999999463558197,0.0,3
1,0.57,0.24,0.22,8.0,1,0,1,2,1,2,2.0,2.0,6.7,0.3,2.0,1.1449999809265137,1.100000023841858,0.0,2
1,0.56,0.17,0.22,4.9,0,1,1,7,1,7,2.0,2.0,6.7,0.3,2.0,0.7471120357513428,1.3050000667572021,0.0,5
1,0.6,0.4,0.26,10.57,0,1,1,1,2,2,2.0,2.0,6.7,0.3,2.0,0.8999999761581421,0.3400000035762787,0.0,3
1,0.56,0.2,0.16,3.77,0,1,1,1,2,2,2.0,2.0,6.7,0.3,2.0,1.350000023841858,0.3199999928474426,0.0,3
1,0.56,0.28,0.1,8.56,1,0,1,3,1,3,2.0,2.0,6.7,0.3,2.0,0.6100000143051147,0.6399999856948853,0.0,5
1,0.38,0.25,0.25,10.79,0,1,1,7,3,21,2.0,2.0,6.7,0.3,2.0,0.26711204648017883,1.203620195388794,0.0,0
1,0.59,0.19,0.16,6.62,1,0,1,7,3,21,2.0,2.0,6.7,0.3,2.0,1.6700000762939453,1.8949999809265137,0.0,5
1,0.56,0.17,0.24,4.62,1,0,1,8,2,16,2.0,2.0,6.7,0.3,2.0,1.9149999618530273,1.0386202335357666,0.0,4
1,0.4,0.16,0.15,7.71,0,1,1,4,1,4,2.0,2.0,6.7,0.3,2.0,0.4750000238418579,0.9986202120780945,0.0,5
1,0.38,0.17,0.18,7.51,1,0,1,10,1,10,2.0,2.0,6.7,0.3,2.0,1.2000000476837158,0.9049999713897705,0.0,5
1,0.59,0.4,0.22,6.08,1,0,1,3,2,6,2.0,2.0,6.7,0.3,2.0,1.540000081062317,0.3600000739097595,0.0,5
1,0.57,0.23,0.23,7.17,1,0,1,1,2,2,2.0,2.0,6.7,0.3,2.0,1.8650000095367432,1.8450000286102295,0.0,4
1,0.4,0.27,0.25,10.92,1,0,1,6,2,12,2.0,2.0,6.7,0.3,2.0,1.2221120595932007,1.3550000190734863,0.0,5
1,0.4,0.3,0.25,12.08,0,1,1,4,3,12,2.0,2.0,6.7,0.3,2.0,0.20000000298023224,0.9449999928474426,0.0,2
1,0.4,0.3,0.23,9.34,0,1,1,4,2,8,2.0,2.0,6.7,0.3,2.0,1.1850000619888306,1.6399999856948853,0.0,5
1,0.6,0.39,0.28,6.54,1,0,1,3,3,9,2.0,2.0,6.7,0.3,2.0,1.790000081062317,0.36500006914138794,0.0,5
1,0.26,0.2,0.26,2.73,1,0,1,10,2,20,2.0,2.0,6.7,0.3,2.0,0.3100000023841858,1.899999976158142,1.3799999952316284,0
1,0.42,0.35,0.22,8.33,0,1,1,6,2,12,2.0,2.0,6.7,0.3,2.0,0.9600000977516174,1.6149998903274536,0.0,5
1,0.54,0.27,0.27,9.51,0,0,1,2,2,4,2.0,2.0,6.7,0.3,2.0,0.13500000536441803,0.4950000047683716,0.0,4
1,0.56,0.23,0.24,7.3,0,1,1,5,2,10,2.0,2.0,6.7,0.3,2.0,0.9771120548248291,1.3249999284744263,0.0,5
1,0.4,0.27,0.26,10.9,1,0,1,1,1,1,2.0,2.0,6.7,0.3,2.0,0.9800000190734863,0.7749999761581421,0.0,5
1,0.6,0.2,0.23,5.09,1,0,1,6,3,18,2.0,2.0,6.7,0.3,2.0,0.30000001192092896,1.899999976158142,1.149999976158142,0
1,0.42,0.35,0.21,8.03,1,0,1,3,3,9,2.0,2.0,6.7,0.3,2.0,1.6399999856948853,1.284999966621399,0.0,2
1,0.59,0.39,0.1,4.5,1,0,1,8,1,8,2.0,2.0,6.7,0.3,2.0,1.3399999141693115,0.7950000166893005,0.0,5
1,0.33,0.21,0.29,4.79,0,0,1,3,1,3,2.0,2.0,6.7,0.3,2.0,0.7049999833106995,0.8850000500679016,0.0,5
1,0.6,0.4,0.33,8.06,1,0,1,4,3,12,2.0,2.0,6.7,0.3,2.0,1.6471121311187744,1.5649999380111694,0.0,2
1,0.6,0.2,0.19,5.42,0,1,1,10,2,20,2.0,2.0,6.7,0.3,2.0,0.30000001192092896,1.899999976158142,0.0,0
1,0.4,0.21,0.19,2.53,1,0,1,6,2,12,2.0,2.0,6.7,0.3,2.0,0.2849999964237213,1.9049999713897705,1.6399999856948853,4
1,0.33,0.21,0.28,5.69,1,0,1,7,3,21,2.0,2.0,6.7,0.3,2.0,0.30211204290390015,1.8949999809265137,0.8700000047683716,0
1,0.35,0.18,0.18,1.93,1,0,1,3,2,6,2.0,2.0,6.7,0.3,2.0,0.312112033367157,1.909999966621399,2.0399999618530273,0
2,0.29,0.28,0.27,3.57,1,0,1,8,1,8,2.0,2.0,11.2,0.0,1.7,1.8149999380111694,0.2600001096725464,0.0,5
2,0.6,0.4,0.25,6.67,0,1,1,9,1,9,2.0,2.0,11.2,0.0,1.7,0.4599999785423279,0.8450000882148743,0.0,4
2,0.39,0.27,0.27,10.93,0,1,1,1,2,2,2.0,2.0,11.2,0.0,1.7,1.0149999856948853,0.21500010788440704,0.0,1
2,0.51,0.17,0.17,5.76,0,1,1,10,3,30,2.0,2.0,11.2,0.0,1.7,0.35500001907348633,1.415000081062317,0.0,4
2,0.51,0.23,0.23,5.32,1,0,1,9,2,18,2.0,2.0,11.2,0.0,1.7,1.7149999141693115,1.2149999141693115,0.0,4
2,0.56,0.21,0.29,7.67,0,1,1,4,1,4,2.0,2.0,11.2,0.0,1.7,0.7649999856948853,0.9549999237060547,0.0,4
2,0.5,0.22,0.26,4.29,0,1,1,9,3,27,2.0,2.0,11.2,0.0,1.7,0.9600000381469727,1.75,0.0,1
2,0.39,0.28,0.17,7.31,0,1,1,5,2,10,2.0,2.0,11.2,0.0,1.7,0.9900000095367432,1.4150002002716064,0.0,4
2,0.59,0.19,0.23,7.2,0,1,1,8,1,8,2.0,2.0,11.2,0.0,1.7,0.11500000208616257,0.9049999713897705,0.0,5
2,0.33,0.21,0.3,5.62,1,0,1,7,2,14,2.0,2.0,11.2,0.0,1.7,1.8649998903274536,1.6399999856948853,0.0,4
2,0.3,0.18,0.19,2.12,1,0,1,9,2,18,2.0,2.0,11.2,0.0,1.7,1.8499999046325684,1.8849999904632568,0.0,4
2,0.4,0.16,0.15,7.79,0,1,1,10,2,20,2.0,2.0,11.2,0.0,1.7,0.3149999976158142,1.7000000476837158,0.0,3
2,0.4,0.26,0.27,8.05,1,0,1,2,1,2,2.0,2.0,11.2,0.0,1.7,1.1500000953674316,0.6100000739097595,0.0,1
2,0.39,0.39,0.18,7.09,1,0,1,9,3,27,2.0,2.0,11.2,0.0,1.7,1.4900000095367432,1.434999942779541,0.0,3
2,0.25,0.2,0.26,2.77,1,0,1,6,3,18,2.0,2.0,11.2,0.0,1.7,1.8599998950958252,0.9700000882148743,0.0,4
2,0.34,0.2,0.27,4.88,1,0,1,3,1,3,2.0,2.0,11.2,0.0,1.7,1.5799999237060547,0.2650001049041748,0.0,4
2,0.57,0.19,0.26,9.54,0,1,1,8,3,24,2.0,2.0,11.2,0.0,1.7,0.4000000059604645,1.2350001335144043,0.0,5
2,0.6,0.4,0.32,7.17,1,0,1,10,1,10,2.0,2.0,11.2,0.0,1.7,1.4399999380111694,1.0300002098083496,0.0,5
2,0.56,0.2,0.23,6.12,0,1,1,6,1,6,2.0,2.0,11.2,0.0,1.7,0.8600000143051147,1.2150001525878906,0.0,4
2,0.5,0.22,0.26,4.37,1,0,1,4,1,4,2.0,2.0,11.2,0.0,1.7,1.6099998950958252,0.5100001096725464,0.0,5
2,0.59,0.19,0.16,6.06,1,0,1,3,2,6,2.0,2.0,11.2,0.0,1.7,1.399999976158142,0.4450000822544098,0.0,3
2,0.33,0.21,0.29,5.41,1,0,1,7,3,21,2.0,2.0,11.2,0.0,1.7,1.6249998807907104,0.7250001430511475,0.0,5
2,0.4,0.21,0.15,3.23,1,0,1,2,3,6,2.0,2.0,11.2,0.0,1.7,1.8749998807907104,0.705000102519989,0.0,4
2,0.55,0.27,0.28,9.94,1,0,1,8,3,24,2.0,2.0,11.2,0.0,1.7,1.40500009059906,1.7699999809265137,0.0,4
2,0.59,0.2,0.21,8.45,0,1,1,3,2,6,2.0,2.0,11.2,0.0,1.7,0.7800000309944153,0.4450000822544098,0.0,1
2,0.39,0.27,0.25,10.69,0,1,1,3,3,9,2.0,2.0,11.2,0.0,1.7,0.5349999666213989,0.18500010669231415,0.0,5
2,0.57,0.23,0.23,7.07,0,1,1,8,1,8,2.0,2.0,11.2,0.0,1.7,0.6449999809265137,1.2150001525878906,0.0,4
2,0.4,0.26,0.28,2.42,1,0,1,2,3,6,2.0,2.0,11.2,0.0,1.7,0.12999999523162842,1.6399999856948853,0.30000001192092896,4
2,0.59,0.2,0.21,6.89,0,1,1,4,3,12,2.0,2.0,11.2,0.0,1.7,1.1700000762939453,1.8050000667572021,0.0,4
2,0.4,0.16,0.15,7.76,0,1,1,2,2,4,2.0,2.0,11.2,0.0,1.7,0.07999999821186066,0.09500011801719666,0.0,4
2,0.55,0.24,0.26,10.75,0,1,1,9,1,9,2.0,2.0,11.2,0.0,1.7,0.12999999523162842,1.1200000047683716,0.0,5
2,0.59,0.19,0.15,5.62,0,1,1,3,1,3,2.0,2.0,11.2,0.0,1.7,1.1450001001358032,1.6050000190734863,0.0,5
2,0.39,0.27,0.24,10.6,0,1,1,4,2,8,2.0,2.0,11.2,0.0,1.7,0.11999999731779099,0.3050001263618469,0.0,5
2,0.39,0.27,0.17,7.54,0,1,1,9,1,9,2.0,2.0,11.2,0.0,1.7,0.39499998092651367,1.0550000667572021,0.0,4
2,0.61,0.39,0.18,7.83,1,0,1,2,2,4,2.0,2.0,11.2,0.0,1.7,1.6699999570846558,1.6349999904632568,0.0,3
2,0.6,0.39,0.23,6.0,0,1,1,10,1,10,2.0,2.0,11.2,0.0,1.7,0.5049999952316284,1.6949999332427979,0.0,5
2,0.25,0.17,0.26,2.52,0,1,1,4,3,12,2.0,2.0,11.2,0.0,1.7,0.32499998807907104,0.28000009059906006,0.0,4
2,0.4,0.39,0.19,7.05,1,0,1,10,2,20,2.0,2.0,11.2,0.0,1.7,1.184999942779541,1.0350000858306885,0.0,5
2,0.39,0.27,0.28,10.81,1,0,1,3,1,3,2.0,2.0,11.2,0.0,1.7,1.2649999856948853,1.3700001239776611,0.0,4
2,0.59,0.39,0.17,8.82,1,0,1,1,3,3,2.0,2.0,11.2,0.0,1.7,1.2350000143051147,0.21500010788440704,0.0,5
2,0.29,0.28,0.26,2.78,0,1,1,6,3,18,2.0,2.0,11.2,0.0,1.7,0.3399999737739563,0.580000102519989,0.0,5
2,0.39,0.3,0.14,5.28,0,1,1,3,1,3,2.0,2.0,11.2,0.0,1.7,0.9500001072883606,0.6350001096725464,0.0,3
2,0.4,0.3,0.24,9.92,0,1,1,10,3,30,2.0,2.0,11.2,0.0,1.7,0.11999999731779099,1.7000000476837158,0.0,3
2,0.4,0.16,0.14,7.74,1,0,1,9,2,18,2.0,2.0,11.2,0.0,1.7,0.5099999904632568,1.4200001955032349,0.0,5
2,0.59,0.4,0.21,8.51,0,1,1,5,2,10,2.0,2.0,11.2,0.0,1.7,0.574999988079071,0.5200001001358032,0.0,5
2,0.54,0.27,0.26,9.36,0,1,1,10,2,20,2.0,2.0,11.2,0.0,1.7,0.13500000536441803,1.3700000047683716,0.0,4
2,0.33,0.21,0.28,5.48,0,1,1,9,1,9,2.0,2.0,11.2,0.0,1.7,0.10499999672174454,0.6699999570846558,0.0,4
2,0.6,0.38,0.13,14.86,1,0,1,5,1,5,2.0,2.0,11.2,0.0,1.7,1.024999976158142,1.1400001049041748,0.0,5
2,0.57,0.23,0.25,7.68,0,1,1,9,2,18,2.0,2.0,11.2,0.0,1.7,0.7350000143051147,1.6150001287460327,0.0,1
2,0.54,0.17,0.16,5.17,1,0,1,8,3,24,2.0,2.0,11.2,0.0,1.7,1.6799999475479126,1.0149998664855957,0.0,5
3,0.54,0.27,0.26,9.46,0,1,1,10,3,30,2.0,2.0,5.2,1.0,2.0,1.257599949836731,1.8650000095367432,0.0,5
3,0.6,0.19,0.16,5.75,0,1,1,7,3,21,2.0,2.0,5.2,1.0,2.0,0.45259997248649597,1.260000228881836,0.0,4
3,0.39,0.26,0.27,2.82,1,0,1,9,2,18,2.0,2.0,5.2,1.0,2.0,0.967799961566925,1.8700000047683716,0.4000000059604645,5
3,0.4,0.3,0.24,12.69,0,1,1,8,3,24,2.0,2.0,5.2,1.0,2.0,1.507599949836731,1.850000023841858,0.0,5
3,0.59,0.25,0.31,4.42,0,1,1,1,2,2,2.0,2.0,5.2,1.0,2.0,0.9950000047683716,0.29499998688697815,0.0,1
3,0.54,0.21,0.32,7.85,0,1,1,4,2,8,2.0,2.0,5.2,1.0,2.0,1.6775997877120972,1.225000023841858,0.0,5
3,0.39,0.29,0.25,5.14,0,1,1,8,1,8,2.0,2.0,5.2,1.0,2.0,1.2425999641418457,1.2950000762939453,0.0,4
3,0.39,0.33,0.21,10.61,0,1,1,3,3,9,2.0,2.0,5.2,1.0,2.0,0.20260000228881836,0.76500004529953,0.0,0
3,0.4,0.2,0.19,3.81,1,0,1,7,2,14,2.0,2.0,5.2,1.0,2.0,0.9875999689102173,1.899999976158142,0.7899999618530273,0
3,0.27,0.16,0.18,2.83,1,0,1,9,1,9,2.0,2.0,5.2,1.0,2.0,1.9175997972488403,1.2300000190734863,0.0,4
3,0.39,0.26,0.33,11.37,0,0,1,6,1,6,2.0,2.0,5.2,1.0,2.0,0.22759997844696045,1.5350000858306885,0.0,1
3,0.59,0.4,0.32,9.08,0,1,1,1,1,1,2.0,2.0,5.2,1.0,2.0,0.4399999976158142,0.1599999964237213,0.0,4
3,0.58,0.23,0.35,10.5,1,0,1,4,2,8,2.0,2.0,5.2,1.0,2.0,1.7925999164581299,1.0049999952316284,0.0,5
3,0.57,0.23,0.25,7.53,0,1,1,1,1,1,2.0,2.0,5.2,1.0,2.0,0.7549999952316284,0.35500001907348633,0.0,1
3,0.39,0.3,0.13,5.17,0,1,1,7,1,7,2.0,2.0,5.2,1.0,2.0,1.4526000022888184,1.28000009059906,0.0,5
3,0.54,0.27,0.27,9.73,0,1,1,5,1,5,2.0,2.0,5.2,1.0,2.0,0.8176000118255615,1.0049999952316284,0.0,0
3,0.26,0.16,0.19,2.64,1,0,1,5,1,5,2.0,2.0,5.2,1.0,2.0,0.5475999712944031,0.4349999725818634,0.0,4
3,0.54,0.17,0.17,5.37,1,0,1,9,1,9,2.0,2.0,5.2,1.0,2.0,0.5525999665260315,0.6149999499320984,0.0,4
3,0.4,0.27,0.27,10.79,1,0,1,4,1,4,2.0,2.0,5.2,1.0,2.0,1.3375999927520752,0.7350000143051147,0.0,0
3,0.39,0.26,0.26,10.4,1,0,1,1,3,3,2.0,2.0,5.2,1.0,2.0,1.4500000476837158,0.19499999284744263,0.0,1
3,0.59,0.4,0.22,11.74,0,1,1,6,1,6,2.0,2.0,5.2,1.0,2.0,1.7375999689102173,1.8000000715255737,0.0,5
3,0.34,0.21,0.27,5.03,0,1,1,10,2,20,2.0,2.0,5.2,1.0,2.0,0.6826000213623047,1.5950000286102295,0.0,4
3,0.57,0.15,0.24,7.36,1,0,1,3,1,3,2.0,2.0,5.2,1.0,2.0,0.08260001242160797,1.2200000286102295,0.0,4
3,0.35,0.2,0.27,4.76,0,1,1,8,1,8,2.0,2.0,5.2,1.0,2.0,0.25759997963905334,1.8650000095367432,0.0,4
3,0.6,0.41,0.34,9.64,1,0,1,5,3,15,2.0,2.0,5.2,1.0,2.0,1.7850000858306885,0.4700000286102295,0.0,4
3,0.4,0.3,0.24,10.03,0,1,1,1,2,2,2.0,2.0,5.2,1.0,2.0,0.11999999731779099,0.15000000596046448,0.0,5
3,0.38,0.27,0.3,10.84,0,1,1,8,1,8,2.0,2.0,5.2,1.0,2.0,1.3675998449325562,1.565000057220459,0.0,5
3,0.54,0.27,0.22,8.63,0,1,1,9,2,18,2.0,2.0,5.2,1.0,2.0,0.4675999879837036,1.8650000095367432,0.0,5
3,0.54,0.27,0.25,8.97,0,1,1,10,1,10,2.0,2.0,5.2,1.0,2.0,0.7026000022888184,1.8650000095367432,0.0,5
3,0.39,0.39,0.18,7.99,1,0,1,2,1,2,2.0,2.0,5.2,1.0,2.0,1.315000057220459,0.47999998927116394,0.0,2
3,0.4,0.27,0.3,9.95,0,1,1,10,3,30,2.0,2.0,5.2,1.0,2.0,0.9775999784469604,1.8650000095367432,0.0,5
3,0.53,0.27,0.22,9.76,1,0,1,2,2,4,2.0,2.0,5.2,1.0,2.0,1.877599835395813,1.465000033378601,0.0,5
3,0.33,0.21,0.29,5.31,1,0,1,5,2,10,2.0,2.0,5.2,1.0,2.0,1.8450000286102295,0.14499999582767487,0.0,4
3,0.53,0.25,0.26,10.49,1,0,1,9,3,27,2.0,2.0,5.2,1.0,2.0,1.3525999784469604,0.9950000047683716,0.0,0
3,0.37,0.23,0.22,3.43,0,1,1,2,1,2,2.0,2.0,5.2,1.0,2.0,0.2825999855995178,0.48500001430511475,0.0,0
3,0.54,0.27,0.25,9.68,0,1,1,7,2,14,2.0,2.0,5.2,1.0,2.0,1.6425998210906982,1.465000033378601,0.0,5
3,0.4,0.39,0.19,6.75,0,1,1,10,2,20,2.0,2.0,5.2,1.0,2.0,1.0225999355316162,1.6349999904632568,0.0,4
