item_l,item_w,item_h,weight,fragile,stackable,can_rotate,wh_l,wh_w,wh_h,target_x,target_y,target_z,target_rot
0.67,0.41,0.6,11.18,0,1,1,2.5,3.8,7.3,0.20499999821186066,3.1549999713897705,1.0699999332427979,1
0.76,0.72,0.42,15.29,0,1,1,2.5,3.8,7.3,2.0859429836273193,1.719208002090454,0.550000011920929,1
1.07,0.79,0.42,12.21,1,0,1,2.5,3.8,7.3,0.9450000524520874,3.2149999141693115,1.46999990940094,0
0.57,0.42,0.43,10.77,0,1,1,2.5,3.8,7.3,2.190000057220459,2.7150001525878906,1.0799999237060547,1
1.13,0.51,0.24,14.48,1,0,1,2.5,3.8,7.3,0.5649999976158142,1.7450000047683716,1.3600000143051147,0
0.8,0.59,0.51,18.16,0,1,1,2.5,3.8,7.3,0.4000000059604645,2.3550000190734863,0.0,0
0.59,0.42,0.38,11.99,0,1,1,2.5,3.8,7.3,0.7049999833106995,3.2100000381469727,1.0699999332427979,0
0.58,0.4,0.34,8.51,0,1,1,2.5,3.8,7.3,1.7899999618530273,3.6000001430511475,1.0899999141693115,0
1.19,0.8,0.5,14.41,0,1,1,2.5,3.8,7.3,0.5950000286102295,1.899999976158142,0.8600000143051147,0
0.69,0.4,0.57,9.93,0,1,1,2.5,3.8,7.3,1.8450000286102295,3.200000047683716,1.0899999141693115,0
0.91,0.54,0.56,19.19,0,1,1,2.5,3.8,7.3,1.4062095880508423,3.208958148956299,0.0,0
1.13,0.37,0.5,12.98,0,1,1,2.5,3.8,7.3,1.755000114440918,1.684999942779541,0.9700000286102295,0
0.61,0.41,0.39,13.16,0,1,1,2.5,3.8,7.3,1.3050000667572021,2.7049999237060547,0.8600000143051147,0
0.7,0.37,0.35,14.8,0,1,1,2.5,3.8,7.3,1.9179872274398804,1.1483821868896484,0.0,0
1.07,0.56,0.36,16.23,0,1,1,2.5,3.8,7.3,1.3079872131347656,2.0683822631835938,0.5,1
1.09,0.52,0.47,17.44,1,0,1,2.5,3.8,7.3,1.9200000762939453,0.5450000166893005,1.2200000286102295,1
0.77,0.6,0.53,13.26,0,1,1,2.5,3.8,7.3,2.0259430408477783,2.48420786857605,0.550000011920929,1
0.73,0.28,0.21,2.32,1,0,1,2.5,3.8,7.3,2.330000162124634,3.365000009536743,0.44999998807907104,1
1.18,0.79,0.53,14.74,0,0,1,2.5,3.8,7.3,1.5899999141693115,3.3949999809265137,0.5600000023841858,0
0.8,0.59,0.45,15.87,0,1,1,2.5,3.8,7.3,2.156209707260132,3.338958263397217,0.0,1
1.04,0.46,0.39,9.34,1,0,1,2.5,3.8,7.3,0.7599999904632568,0.9299999475479126,1.5799999237060547,1
0.71,0.52,0.4,20.19,0,1,1,2.5,3.8,7.3,0.7679873108863831,0.818382203578949,0.0,1
1.12,0.37,0.49,11.95,0,1,1,2.5,3.8,7.3,1.7950000762939453,2.430000066757202,1.0799999237060547,1
1.07,0.54,0.57,19.19,0,1,1,2.5,3.8,7.3,1.2979872226715088,0.9983822107315063,0.0,1
1.15,0.39,0.47,10.8,1,0,1,2.5,3.8,7.3,2.194999933242798,2.075000047683716,1.5099999904632568,1
0.81,0.59,0.36,13.55,1,0,1,2.5,3.8,7.3,1.2949999570846558,2.4049999713897705,1.3600000143051147,1
0.73,0.5,0.65,16.7,0,1,1,2.5,3.8,7.3,1.9329872131347656,0.7133821845054626,0.0,0
1.17,0.79,0.29,15.48,0,1,1,2.5,3.8,7.3,0.39500001072883606,2.0850000381469727,0.5400000214576721,1
0.78,0.54,0.53,20.69,0,1,1,2.5,3.8,7.3,0.6812095046043396,3.328958034515381,0.0,1
0.67,0.41,0.6,11.06,1,0,1,2.5,3.8,7.3,0.8650000095367432,0.20499999821186066,1.1399999856948853,0
0.79,0.56,0.54,19.45,0,1,1,2.5,3.8,7.3,0.39500001072883606,1.7799999713897705,0.0,0
0.78,0.6,0.44,17.23,1,0,1,2.5,3.8,7.3,0.30000001192092896,2.3899998664855957,1.3600000143051147,1
0.67,0.41,0.59,11.17,1,0,1,4.3,2.7,11.1,3.9749999046325684,2.2950000762939453,0.8299999833106995,1
1.05,0.52,0.5,15.34,0,1,1,4.3,2.7,11.1,3.235686779022217,2.3695170879364014,0.4399999976158142,0
1.17,0.78,0.26,15.13,0,1,1,4.3,2.7,11.1,0.8899999856948853,1.3650000095367432,0.5299999713897705,1
1.14,0.42,0.49,13.46,0,1,1,4.3,2.7,11.1,2.283669948577881,1.104080080986023,0.6100000143051147,0
0.79,0.55,0.54,20.01,0,1,1,4.3,2.7,11.1,2.1227402687072754,2.1024277210235596,0.0,1
1.14,0.35,0.54,14.88,0,1,1,4.3,2.7,11.1,3.569999933242798,1.7850000858306885,0.44999998807907104,0
1.16,0.38,0.49,13.6,0,1,1,4.3,2.7,11.1,1.4700000286102295,1.3600000143051147,0.5799999833106995,1
0.75,0.35,0.38,16.13,0,1,1,4.3,2.7,11.1,0.27666908502578735,1.2218701839447021,0.0,1
0.78,0.55,0.57,19.16,0,0,1,4.3,2.7,11.1,0.7749999761581421,0.38999998569488525,0.0,1
0.78,0.54,0.52,20.93,0,1,1,4.3,2.7,11.1,1.4436700344085693,0.4940800368785858,0.0,1
0.78,0.56,0.53,19.05,0,1,1,4.3,2.7,11.1,0.7716731429100037,1.3980414867401123,0.0,1
0.66,0.41,0.58,11.11,0,1,1,4.3,2.7,11.1,0.7049999833106995,2.2799999713897705,0.7199999690055847,1
0.67,0.41,0.6,10.89,0,0,1,4.3,2.7,11.1,0.20499999821186066,2.3350000381469727,0.7199999690055847,1
0.76,0.53,0.61,19.04,0,1,1,4.3,2.7,11.1,2.380000114440918,1.2649999856948853,0.0,0
0.78,0.53,0.58,20.06,0,1,1,4.3,2.7,11.1,1.5828311443328857,1.6044584512710571,0.0,1
1.08,0.51,0.35,15.37,0,1,1,4.3,2.7,11.1,3.5399999618530273,1.3550001382827759,0.3499999940395355,0
1.18,0.79,0.57,15.28,0,1,1,4.3,2.7,11.1,2.3036699295043945,0.4990800619125366,0.5,0
0.79,0.48,0.44,5.56,0,1,1,4.3,2.7,11.1,0.23999999463558197,1.5449999570846558,0.8199999928474426,1
1.13,0.44,0.45,15.6,0,1,1,4.3,2.7,11.1,3.565000057220459,1.8900001049041748,0.0,0
1.15,0.44,0.45,15.27,0,1,1,4.3,2.7,11.1,0.2199999988079071,0.574999988079071,0.3799999952316284,1
0.96,0.58,0.21,14.42,0,1,1,4.3,2.7,11.1,0.47999998927116394,2.240000009536743,0.5099999904632568,0
1.07,0.57,0.35,16.26,0,1,1,4.3,2.7,11.1,3.5350000858306885,1.3850001096725464,0.0,0
0.53,0.33,0.45,6.3,1,0,1,4.3,2.7,11.1,1.2249999046325684,2.5249998569488525,0.6000000238418579,0
0.8,0.42,0.44,14.7,0,1,1,4.3,2.7,11.1,0.20999999344348907,1.5499999523162842,0.3799999952316284,1
1.14,0.44,0.47,14.56,0,0,1,4.3,2.7,11.1,3.463670015335083,0.32408004999160767,0.5400000214576721,0
0.75,0.51,0.44,20.93,0,1,1,4.3,2.7,11.1,3.085686683654785,2.3645172119140625,0.0,0
0.8,0.56,0.54,20.96,0,1,1,4.3,2.7,11.1,3.4000000953674316,0.2800000011920929,0.0,0
0.8,0.58,0.51,18.52,0,1,1,4.3,2.7,11.1,0.4000000059604645,2.2899999618530273,0.0,0
0.71,0.4,0.61,13.03,0,1,1,4.3,2.7,11.1,0.699999988079071,0.35499998927116394,0.5699999928474426,1
1.17,0.38,0.47,13.94,0,1,1,4.3,2.7,11.1,3.478670120239258,0.7340800166130066,0.5699999928474426,0
0.77,0.55,0.58,6.37,0,1,1,4.3,2.7,11.1,3.384999990463257,2.2350001335144043,0.9399999976158142,0
1.08,0.37,0.46,11.34,1,0,1,4.3,2.7,11.1,0.2866690754890442,0.6068702340126038,0.8299999833106995,1
0.79,0.58,0.46,15.7,1,0,1,4.3,2.7,11.1,2.0036699771881104,1.7090801000595093,1.0199999809265137,1
0.76,0.57,0.58,7.32,0,1,1,4.3,2.7,11.1,3.380000114440918,1.284999966621399,0.9300000071525574,0
1.13,0.6,0.49,19.86,1,0,1,4.3,2.7,11.1,2.680000066757202,2.0950000286102295,1.0199999809265137,1
0.67,0.41,0.58,11.62,0,1,1,4.3,2.7,11.1,1.2949999570846558,2.1549999713897705,0.6000000238418579,0
0.71,0.47,0.64,14.25,0,1,1,4.3,2.7,11.1,1.284999966621399,0.35499998927116394,0.5199999809265137,1
0.76,0.53,0.6,19.29,0,1,1,4.3,2.7,11.1,1.3799999952316284,2.2649998664855957,0.0,0
1.16,0.38,0.48,14.27,0,1,1,4.3,2.7,11.1,2.190000057220459,2.109999895095825,0.5400000214576721,1
0.98,0.29,0.45,10.24,0,1,1,4.3,2.7,11.1,2.5427403450012207,2.197427749633789,0.0,1
0.83,0.56,0.23,11.38,0,1,1,4.3,2.7,11.1,3.4149999618530273,1.2799999713897705,0.699999988079071,0
0.8,0.58,0.5,18.56,0,1,1,4.3,2.7,11.1,2.0036699771881104,0.504080057144165,0.0,1
0.99,0.33,0.48,9.67,0,1,1,4.3,2.7,11.1,2.5450000762939453,2.0250000953674316,0.5400000214576721,1
0.71,0.38,0.38,5.79,0,1,1,4.3,2.7,11.1,3.9600000381469727,2.315000057220459,0.44999998807907104,1
0.81,0.54,0.58,19.24,1,0,1,4.3,2.7,11.1,4.03000020980835,1.4049999713897705,0.9900000095367432,1
0.78,0.35,0.34,16.25,1,0,1,4.3,2.7,11.1,1.1050000190734863,1.0999999046325684,0.7899999618530273,1
0.62,0.31,0.31,4.63,0,1,1,4.3,2.7,11.1,1.7849998474121094,2.259999990463257,0.6000000238418579,1
0.78,0.34,0.36,16.22,0,1,1,4.3,2.7,11.1,0.27166908979415894,0.4568701982498169,0.0,1
0.93,0.43,0.42,9.01,0,1,1,4.3,2.7,11.1,0.7150000333786011,1.1749999523162842,0.7899999618530273,1
1.07,0.54,0.57,19.34,0,1,1,4.3,2.7,11.1,3.5350000858306885,0.8300000429153442,0.0,0
0.78,0.54,0.55,20.46,0,1,1,2.5,2.9,8.3,0.7699999809265137,0.8899999856948853,0.0,1
1.09,0.48,0.51,16.01,0,0,1,2.5,2.9,8.3,0.5450000166893005,0.23999999463558197,0.5299999713897705,0
0.76,0.36,0.52,13.46,0,1,1,2.5,2.9,8.3,0.8799999952316284,0.6800000071525574,1.3300000429153442,0
1.14,0.42,0.46,12.9,0,1,1,2.5,2.9,8.3,1.7563059329986572,1.374398946762085,1.4900000095367432,0
1.16,0.41,0.46,14.38,0,1,1,2.5,2.9,8.3,0.20499999821186066,2.0799999237060547,1.059999942779541,1
1.17,0.39,0.48,13.38,1,0,1,2.5,2.9,8.3,0.19499999284744263,1.815000057220459,2.0999999046325684,1
0.78,0.58,0.29,9.75,0,1,1,2.5,2.9,8.3,0.8899999856948853,2.5899999141693115,1.809999942779541,0
1.15,0.4,0.47,13.74,0,1,1,2.5,2.9,8.3,1.761305809020996,0.2943989038467407,1.1500000953674316,0
1.14,0.38,0.49,12.05,0,1,1,2.5,2.9,8.3,1.8299999237060547,0.6899999976158142,1.4900000095367432,0
0.73,0.57,0.43,19.44,0,1,1,2.5,2.9,8.3,1.4713058471679688,1.5293989181518555,0.0,1
0.67,0.41,0.6,10.97,1,0,1,2.5,2.9,8.3,0.20499999821186066,0.7849999666213989,2.1000001430511475,1
1.18,0.79,0.53,15.25,0,1,1,2.5,2.9,8.3,1.8949999809265137,1.119999885559082,0.9599999785423279,1
0.63,0.43,0.6,10.9,0,1,1,2.5,2.9,8.3,1.9150002002716064,2.2749998569488525,1.6399999856948853,0
1.09,0.56,0.23,14.36,0,1,1,2.5,2.9,8.3,0.9550000429153442,1.7799999713897705,1.2200000286102295,0
1.13,0.45,0.47,15.22,0,0,1,2.5,2.9,8.3,0.22499999403953552,1.8650000095367432,0.5899999737739563,1
0.57,0.42,0.39,12.5,1,0,1,2.5,2.9,8.3,0.7849999666213989,0.20999999344348907,2.0,0
0.78,0.53,0.58,20.1,0,1,1,2.5,2.9,8.3,0.9850102663040161,2.291747808456421,0.0,1
0.84,0.59,0.22,11.16,1,0,1,2.5,2.9,8.3,1.6999999284744263,2.5950000286102295,2.240000009536743,0
0.71,0.47,0.62,14.26,0,1,1,2.5,2.9,8.3,2.1688973903656006,2.490873336791992,0.6299999952316284,1
1.17,0.75,0.27,19.56,0,1,1,2.5,2.9,8.3,0.5849999785423279,0.875,0.550000011920929,0
1.14,0.43,0.53,17.66,0,1,1,2.5,2.9,8.3,0.5699999928474426,0.2150000035762787,0.0,0
1.14,0.39,0.5,12.48,0,1,1,2.5,2.9,8.3,1.7563059329986572,1.7793989181518555,1.4900000095367432,0
0.66,0.41,0.58,10.33,1,0,1,2.5,2.9,8.3,2.2249999046325684,1.8300000429153442,2.240000009536743,1
0.77,0.53,0.6,19.64,0,1,1,2.5,2.9,8.3,1.8849999904632568,0.26499998569488525,0.550000011920929,0
1.14,0.41,0.48,13.56,0,1,1,2.5,2.9,8.3,0.5699999928474426,1.2050000429153442,1.3300000429153442,0
0.55,0.33,0.39,6.69,0,1,1,2.5,2.9,8.3,0.16500000655651093,2.445000171661377,1.5199999809265137,1
1.1,0.52,0.59,20.03,0,1,1,2.5,2.9,8.3,0.25999999046325684,2.049999952316284,0.0,1
1.08,0.54,0.55,19.04,1,0,1,2.5,2.9,8.3,1.7999999523162842,1.149999976158142,1.9500000476837158,0
0.67,0.4,0.58,10.45,0,1,1,2.5,2.9,8.3,0.20000000298023224,1.8350000381469727,1.5199999809265137,1
0.68,0.43,0.6,11.25,0,1,1,2.5,2.9,8.3,1.840000033378601,0.2150000035762787,1.6200001239776611,0
1.02,0.48,0.51,13.48,1,0,1,2.5,2.9,8.3,1.5099999904632568,1.7400000095367432,1.9900000095367432,0
0.78,0.42,0.29,6.73,0,1,1,2.5,2.9,8.3,0.20999999344348907,0.8399999737739563,1.8100000619888306,1
1.17,0.4,0.46,13.29,1,0,1,2.5,2.9,8.3,0.5849999785423279,2.6000001430511475,2.0999999046325684,0
0.76,0.53,0.63,19.05,0,1,1,2.5,2.9,8.3,2.198897361755371,2.515873432159424,0.0,1
0.78,0.53,0.59,20.08,0,1,1,2.5,2.9,8.3,1.576305866241455,0.899398922920227,0.0,0
1.17,0.76,0.64,16.46,0,1,1,2.5,2.9,8.3,1.296769142150879,2.2532496452331543,0.5799999833106995,0
0.7,0.4,0.58,12.4,1,0,1,2.5,2.9,8.3,1.9500001668930054,2.690000057220459,1.6399999856948853,0
0.78,0.54,0.55,19.91,0,1,1,2.5,2.9,8.3,2.20389723777771,1.7458733320236206,0.0,1
1.18,0.8,0.51,15.55,0,1,1,2.5,2.9,8.3,0.5899999737739563,0.8999999761581421,0.8200000524520874,0
1.14,0.44,0.53,15.14,1,0,1,2.5,2.9,8.3,0.6399999856948853,1.0199999809265137,1.9800000190734863,1
0.81,0.58,0.39,13.86,0,1,1,2.5,2.9,8.3,1.8900001049041748,2.4649999141693115,1.25,1
1.18,0.8,0.58,14.99,1,0,1,2.5,2.9,8.3,1.7400000095367432,0.4000000059604645,2.2200002670288086,0
1.15,0.41,0.46,15.04,0,1,1,2.5,2.9,8.3,0.574999988079071,0.20499999821186066,1.0399999618530273,0
1.04,0.54,0.53,19.03,0,1,1,2.5,2.9,8.3,1.2317692041397095,1.6032495498657227,0.4300000071525574,0
1.0,0.45,0.5,11.26,0,1,1,2.5,2.9,8.3,0.5,0.22499999403953552,1.5,0
0.77,0.53,0.58,19.71,0,1,1,2.5,2.9,8.3,1.5150102376937866,2.286747932434082,0.0,1
0.79,0.54,0.55,20.6,0,1,1,2.5,2.9,8.3,1.5813058614730835,0.36439892649650574,0.0,0
1.19,0.8,0.59,14.24,0,1,1,2.5,2.9,8.3,1.005000114440918,2.4600000381469727,1.2200000286102295,0
0.66,0.4,0.53,11.6,0,1,1,2.5,2.9,8.3,0.7400000095367432,1.7000000476837158,1.4500000476837158,0
0.98,0.3,0.47,9.79,0,1,1,2.5,2.9,8.3,0.9900000095367432,2.1500000953674316,1.809999942779541,0
0.68,0.42,0.61,10.66,1,0,1,4.4,3.0,5.6,4.1011857986450195,1.496597409248352,1.0399999618530273,1
1.11,0.36,0.47,11.93,0,1,1,4.4,3.0,5.6,3.691185712814331,2.2415974140167236,0.0,1
1.06,0.49,0.5,13.63,0,1,1,4.4,3.0,5.6,1.0699999332427979,0.24500000476837158,0.7099999785423279,0
0.94,0.65,0.42,13.25,1,0,1,4.4,3.0,5.6,3.4700000286102295,0.32499998807907104,1.0499999523162842,0
1.16,0.37,0.48,14.57,0,1,1,4.4,3.0,5.6,0.45570454001426697,2.2411859035491943,0.46000000834465027,1
0.76,0.34,0.34,15.91,1,0,1,4.4,3.0,5.6,3.7100000381469727,1.1699999570846558,0.949999988079071,1
1.01,0.32,0.47,10.22,1,0,1,4.4,3.0,5.6,0.1599999964237213,1.0049999952316284,1.0299999713897705,1
0.67,0.4,0.61,10.54,0,1,1,4.4,3.0,5.6,1.7999999523162842,0.33500000834465027,0.7099999785423279,1
0.91,0.59,0.26,12.15,1,0,1,4.4,3.0,5.6,2.2950000762939453,1.6349999904632568,1.0800000429153442,1
1.19,0.8,0.54,14.66,0,1,1,4.4,3.0,5.6,2.4000000953674316,2.1050000190734863,0.5400000214576721,1
1.1,0.5,0.36,16.6,1,0,1,4.4,3.0,5.6,3.25,2.109999895095825,1.0,1
0.67,0.42,0.61,11.18,0,1,1,4.4,3.0,5.6,4.1011857986450195,2.5615973472595215,0.5199999809265137,1
0.67,0.41,0.6,11.0,0,1,1,4.4,3.0,5.6,0.33500000834465027,2.2749998569488525,0.9399999976158142,0
0.78,0.53,0.55,20.31,0,1,1,4.4,3.0,5.6,3.166177272796631,2.405059337615967,0.0,1
1.19,0.76,0.27,14.13,0,1,1,4.4,3.0,5.6,1.4057046175003052,1.261185884475708,0.6299999952316284,0
1.13,0.77,0.57,14.93,0,1,1,4.4,3.0,5.6,1.4053637981414795,2.406534433364868,0.4099999964237213,0
0.78,0.45,0.52,19.91,0,1,1,4.4,3.0,5.6,4.129534721374512,1.9789600372314453,0.0,1
1.18,0.79,0.54,13.63,0,1,1,4.4,3.0,5.6,2.3949999809265137,0.5899999737739563,0.6700000166893005,1
1.19,0.79,0.51,14.7,0,1,1,4.4,3.0,5.6,3.5950000286102295,0.39500001072883606,0.5400000214576721,0
0.64,0.45,0.36,7.4,1,0,1,4.4,3.0,5.6,4.164999961853027,0.3199999928474426,1.0499999523162842,1
1.02,0.47,0.39,9.85,1,0,1,4.4,3.0,5.6,1.320704698562622,1.5261859893798828,1.1200000047683716,0
0.78,0.56,0.54,18.89,0,1,1,4.4,3.0,5.6,2.2799999713897705,2.3899998664855957,0.0,1
0.77,0.53,0.59,19.58,1,0,1,4.4,3.0,5.6,1.195704698562622,2.126185894012451,0.9800000190734863,0
1.14,0.4,0.47,13.4,0,1,1,4.4,3.0,5.6,0.6100000143051147,1.0699999332427979,0.7099999785423279,1
0.79,0.54,0.56,19.7,0,1,1,4.4,3.0,5.6,0.27000001072883606,0.39500001072883606,0.0,1
1.16,0.39,0.45,14.29,0,1,1,4.4,3.0,5.6,3.316185712814331,2.266597270965576,0.550000011920929,1
1.08,0.35,0.48,11.17,0,1,1,4.4,3.0,5.6,3.686185598373413,2.226597309112549,0.4699999988079071,1
0.59,0.37,0.56,7.62,0,1,1,4.4,3.0,5.6,1.2949999570846558,0.6850000023841858,0.7099999785423279,0
1.18,0.8,0.53,15.34,0,1,1,4.4,3.0,5.6,1.1299999952316284,0.4000000059604645,0.18000000715255737,0
0.76,0.51,0.64,17.67,0,0,1,4.4,3.0,5.6,2.380000114440918,1.2549999952316284,0.0,0
0.55,0.43,0.38,11.22,1,0,1,4.4,3.0,5.6,1.274999976158142,2.7149999141693115,0.9800000190734863,0
0.77,0.54,0.32,10.49,0,1,1,4.4,3.0,5.6,3.2699999809265137,1.1749999523162842,0.949999988079071,1
1.17,0.78,0.49,15.32,0,0,1,4.4,3.0,5.6,2.305000066757202,0.38999998569488525,0.18000000715255737,0
1.12,0.5,0.63,17.94,0,1,1,4.4,3.0,5.6,1.0903637409210205,1.4615345001220703,0.0,1
1.16,0.41,0.4,13.62,0,0,1,4.4,3.0,5.6,1.39070463180542,1.0861859321594238,0.8999999761581421,0
1.09,0.57,0.22,13.52,0,1,1,4.4,3.0,5.6,1.355704665184021,1.576185941696167,0.8999999761581421,0
0.75,0.73,0.41,15.15,0,1,1,4.4,3.0,5.6,1.2153637409210205,2.3865344524383545,0.0,0
0.66,0.41,0.59,11.04,0,0,1,4.4,3.0,5.6,0.33000001311302185,1.8649998903274536,0.9399999976158142,0
1.1,0.35,0.5,13.22,1,0,1,4.4,3.0,5.6,3.7149999141693115,2.0999999046325684,0.949999988079071,1
1.16,0.41,0.45,14.25,0,1,1,4.4,3.0,5.6,0.20499999821186066,1.0799999237060547,0.5799999833106995,1
0.82,0.59,0.37,14.02,0,1,1,4.4,3.0,5.6,3.4100000858306885,1.3149999380111694,0.5799999833106995,0
1.19,0.74,0.18,16.64,0,1,1,4.4,3.0,5.6,2.0950000286102295,0.3700000047683716,0.0,0
1.06,0.52,0.54,18.76,0,1,1,4.4,3.0,5.6,3.5299999713897705,0.7599999904632568,0.0,0
0.91,0.39,0.4,6.93,0,1,1,4.4,3.0,5.6,1.7853636741638184,2.476534366607666,0.9800000190734863,1
0.78,0.54,0.58,19.9,0,1,1,4.4,3.0,5.6,0.5407045483589172,1.2711858749389648,0.0,1
1.14,0.43,0.46,15.52,0,1,1,4.4,3.0,5.6,0.48570454120635986,2.2311859130859375,0.0,1
0.77,0.53,0.58,19.89,0,1,1,4.4,3.0,5.6,3.50618577003479,1.4215973615646362,0.0,0
1.07,0.5,0.52,14.47,0,1,1,4.4,3.0,5.6,4.141185760498047,1.6915974617004395,0.5199999809265137,1
0.65,0.41,0.59,10.75,0,0,1,4.4,3.0,5.6,0.32499998807907104,2.684999942779541,0.9399999976158142,0
0.79,0.59,0.59,16.29,0,1,1,4.4,3.0,5.6,1.6353636980056763,1.296534538269043,0.0,1
0.68,0.4,0.58,10.64,1,0,1,3.1,4.7,11.0,1.5639562606811523,4.474278450012207,0.5799999833106995,0
0.99,0.32,0.48,11.27,1,0,1,3.1,4.7,11.0,2.504167079925537,4.509487152099609,0.6000000238418579,0
0.64,0.41,0.59,10.99,0,1,1,3.1,4.7,11.0,0.20499999821186066,1.3199999332427979,0.38999998569488525,1
1.1,0.52,0.28,15.83,1,0,1,3.1,4.7,11.0,1.9199745655059814,1.569545865058899,0.5899999737739563,0
0.73,0.46,0.62,15.72,0,1,1,3.1,4.7,11.0,1.8650000095367432,0.23000000417232513,0.0,0
0.71,0.45,0.62,14.1,0,1,1,3.1,4.7,11.0,0.7450000047683716,1.4950000047683716,0.0,1
1.08,0.55,0.33,15.9,0,1,1,3.1,4.7,11.0,2.7750000953674316,0.5400000214576721,0.0,1
1.03,0.64,0.32,13.94,1,0,1,3.1,4.7,11.0,0.8799999952316284,3.304999828338623,0.8300000429153442,1
0.78,0.56,0.48,22.02,1,0,1,3.1,4.7,11.0,0.2800000011920929,3.179999828338623,0.5400000214576721,1
1.14,0.43,0.39,14.53,0,1,1,3.1,4.7,11.0,0.2150000035762787,1.3499999046325684,0.0,1
1.18,0.79,0.44,14.72,0,1,1,3.1,4.7,11.0,2.625,0.5899999737739563,0.33000001311302185,1
0.66,0.41,0.57,10.99,0,1,1,3.1,4.7,11.0,0.7249999642372131,0.33000001311302185,0.4399999976158142,1
0.85,0.55,0.55,18.81,0,1,1,3.1,4.7,11.0,2.424999952316284,3.2750000953674316,0.0,0
0.77,0.53,0.58,19.99,1,0,1,3.1,4.7,11.0,1.608956217765808,4.009278774261475,0.5799999833106995,0
1.16,0.39,0.47,14.44,1,0,1,3.1,4.7,11.0,2.2849743366241455,2.6795458793640137,0.550000011920929,1
0.79,0.4,0.52,18.03,0,1,1,3.1,4.7,11.0,1.7649744749069214,2.299546003341675,0.0,0
1.17,0.77,0.5,14.67,0,0,1,3.1,4.7,11.0,1.608956217765808,3.1592788696289062,0.4399999976158142,1
1.02,0.57,0.32,14.52,0,1,1,3.1,4.7,11.0,2.8041672706604004,4.109487056732178,0.0,1
0.84,0.58,0.21,9.78,0,1,1,3.1,4.7,11.0,0.8821035623550415,2.272320032119751,0.5400000214576721,1
1.07,0.51,0.54,15.17,0,1,1,3.1,4.7,11.0,0.2549999952316284,3.325000047683716,0.0,1
1.14,0.43,0.44,14.95,0,1,1,3.1,4.7,11.0,0.7350000143051147,0.5699999928474426,0.0,1
1.12,0.41,0.21,6.75,1,0,1,3.1,4.7,11.0,0.20499999821186066,4.130000114440918,0.6000000238418579,1
1.18,0.8,0.57,13.83,0,1,1,3.1,4.7,11.0,1.5899999141693115,0.8999999761581421,0.5199999809265137,0
0.79,0.56,0.52,18.41,0,1,1,3.1,4.7,11.0,1.7799999713897705,0.8949999809265137,0.0,1
1.15,0.37,0.49,13.25,0,1,1,3.1,4.7,11.0,0.7771036028862,3.4373199939727783,0.3400000035762787,1
1.14,0.41,0.48,14.08,0,1,1,3.1,4.7,11.0,2.7049999237060547,2.069999933242798,0.38999998569488525,1
0.72,0.41,0.47,7.95,0,1,1,3.1,4.7,11.0,1.7299745082855225,2.3045458793640137,0.5199999809265137,0
0.82,0.6,0.4,14.26,1,0,1,3.1,4.7,11.0,0.8921036124229431,2.262320041656494,0.75,1
